"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
1,"CAS CONSTRUCTION","Carlow","Gleann na Bearu, Royal Oak Road, Bagenalstown",6,"Respond","","","Stage 3 approved Q4-2017, the scheme is now approved to proceed to tender.","","",""
2,"CAS CONSTRUCTION","Carlow","Ballincarrig, Wexford Road",6,"Tintean Housing Association Ltd","","","","","","Q4-2016"
3,"CAS CONSTRUCTION TURNKEY","Carlow","Pollerton Big, Carlow",6,"Tintean Housing Association Ltd","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
4,"SHIP CONSTRUCTION","Carlow","The Laurels, Carlow Town",5,"*N/A","","","","","","Q2-2018"
5,"SHIP CONSTRUCTION","Carlow","Ard na Greine, Tullow",16,"*N/A","","","","","","Q4-2018"
6,"SHIP CONSTRUCTION","Carlow","Dublin Road, Tullow",21,"*N/A","","","","","Q1-2019",""
7,"SHIP CONSTRUCTION","Carlow","Bagenalstown Phase 1",20,"*N/A","","","","","Q2-2019",""
8,"SHIP CONSTRUCTION","Carlow","Bilboa",2,"*N/A","","","","","","Q3-2018"
9,"SHIP CONSTRUCTION","Carlow","Slate Row, Hacketstown",4,"*N/A","","","","","","Q4-2018"
10,"SHIP CONSTRUCTION","Carlow","Mount Leinster Park, Carlow",4,"*N/A","","","","","","Q4-2017"
11,"SHIP CONSTRUCTION","Carlow","Myshall",4,"*N/A","","","","","","Q1-2018"
12,"SHIP CONSTRUCTION","Carlow","Pound Lane, Borris",4,"*N/A","","","","","","Q3-2017"
13,"SHIP CONSTRUCTION","Carlow","Rathvilly",10,"*N/A","","","","","","Q2-2017"
14,"SHIP CONSTRUCTION","Carlow","Moneybeg, Bagenalstown",24,"*N/A","","","","","","Q3-2017"
15,"SHIP CONSTRUCTION","Carlow","Paulville, Tullow (SRD)",1,"*N/A","","","","","","Q3-2017"
16,"SHIP CONSTRUCTION","Carlow","Maryborough St., Carlow",5,"*N/A","","","","","","Q1-2018"
17,"SHIP CONSTRUCTION","Carlow","Drumin, St. Mullins (SRD)",1,"*N/A","","","","","","Q1-2019"
18,"SHIP CONSTRUCTION","Carlow","Father Flood Avenue, Rathvilly",8,"*N/A","","","","","Q1-2019",""
19,"SHIP CONSTRUCTION","Carlow","St. Oliver's Crescent, Myshall",4,"*N/A","","","","","Q2-2019",""
20,"SHIP CONSTRUCTION","Carlow","St. Mary's Court & Dereen Heights",6,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
21,"SHIP CONSTRUCTION","Carlow","Crowsgrove, Kildavin",1,"*N/A","","","","","Q2-2019",""
22,"SHIP CONSTRUCTION","Carlow","Shillelagh Road, Tullow, Co. Carlow",6,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
23,"SHIP CONSTRUCTION","Carlow","Ardattin",6,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
24,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 1",6,"*N/A","","","","","Q4-2017",""
25,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 2",6,"*N/A","","","","","Q4-2017",""
26,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 3",8,"*N/A","","","","","Q4-2017",""
27,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 4",12,"*N/A","","","","","Q4-2017",""
28,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 5",12,"*N/A","","","","","Q4-2017",""
29,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 6",19,"*N/A","","","","","Q4-2017",""
30,"CALF Turnkey","Carlow","7 units, Rivercourt, Carlow (Phase 1)",3,"Co-operative Housing Ireland","","","","","Q1-2019",""
31,"CALF Turnkey","Carlow","7 units, Rivercourt, Carlow (Phase 2)",4,"Co-operative Housing Ireland","","","","","Q1-2019",""
32,"CALF Turnkey","Carlow","Ballickmoyler, Graigcullen, Carlow (Phase 1)",27,"Co-operative Housing Ireland","","","","Q1-2019","",""
33,"CALF Turnkey","Carlow","Ballickmoyler, Graigcullen, Carlow (Phase 2)",30,"Co-operative Housing Ireland","","","","Q1-2019","",""
34,"CALF Turnkey","Carlow","Barrett Street, Bagnalstown, Co. Carlow (Phase 1)",10,"Tintean Housing Association Ltd","","","","","","Q1-2018"
35,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 1)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
36,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 2)",12,"T�ath Housing Association Ltd","","","","","","Q2-2019"
37,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 3)",10,"T�ath Housing Association Ltd","","","","","","Q2-2019"
38,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 4)",6,"T�ath Housing Association Ltd","","","","","Q1-2018",""
39,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 5)",16,"T�ath Housing Association Ltd","","","","","Q1-2018",""
40,"CALF Turnkey","Carlow","Browneshill Wood, Browneshill Road, Chapelstown, Carlow (Phase 1)",14,"T�ath Housing Association Ltd","","","","","","Q4-2018"
41,"CALF Turnkey","Carlow","Sleaty Street, Graigcullen, Carlow  (Phase 1)",26,"Cluid Housing","","","","","","Q1-2019"
42,"CAS CONSTRUCTION TURNKEY","Cavan","Castlemanor Village, Cavan Town",29,"T�ath Housing Association Ltd","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
43,"SHIP CONSTRUCTION","Cavan","Rosehill, Mullagh (Phase 6)",8,"*N/A","","","","","","Q1-2019"
44,"SHIP CONSTRUCTION","Cavan","Butlersbridge (Phase 2)",4,"*N/A","","","","","","Q1-2018"
45,"SHIP CONSTRUCTION","Cavan","Woodlands, Ballyhaise",8,"*N/A","","","","","","Q4-2018"
46,"SHIP CONSTRUCTION","Cavan","Butlersbridge (Phase 1)",2,"*N/A","","","","","","Q2-2017"
47,"SHIP CONSTRUCTION","Cavan","Clones Road, Butlersbridge",2,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
48,"SHIP CONSTRUCTION","Cavan","Corstruce, Ballinagh",4,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
49,"SHIP CONSTRUCTION","Cavan","Main Street, Mullagh",19,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
50,"SHIP CONSTRUCTION","Cavan","Elm Grove, Main St, Cavan Town",13,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
51,"SHIP CONSTRUCTION","Cavan","Cavan Road, Ballinagh",15,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
52,"SHIP CONSTRUCTION","Cavan","Main St., Butlersbridge",6,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
53,"SHIP CONSTRUCTION","Cavan","Cluain Dara, Kingscourt",3,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
54,"SHIP CONSTRUCTION","Cavan","Magheranure, Cootehill, Co. Cavan",22,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
55,"SHIP CONSTRUCTION TURNKEY","Cavan","Ashgrove, Derrylurgan, Ballyjamesduff (Phase 1)",3,"*N/A","","","","","Q2-2019",""
56,"SHIP CONSTRUCTION TURNKEY","Cavan","Ashgrove, Derrylurgan, Ballyjamesduff (Phase 2)",4,"*N/A","","","","","Q2-2019",""
57,"SHIP CONSTRUCTION TURNKEY","Cavan","Ashgrove, Derrylurgan, Ballyjamesduffy (Phase 3)",7,"*N/A","","","","","Q2-2019",""
58,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 1)",12,"T�ath Housing Association Ltd","","","","Q1-2019","",""
59,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 2)",13,"T�ath Housing Association Ltd","","","","Q1-2019","",""
60,"CALF Turnkey","Cavan","Cluain Dara, Kingscourt, Co Cavan (Phase 1)",16,"Cluid Housing","","","","","","Q4-2016"
61,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
62,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 2)",5,"T�ath Housing Association Ltd","","","","","","Q3-2018"
63,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 3)",2,"T�ath Housing Association Ltd","","","","","","Q4-2018"
64,"CALF Turnkey","Cavan","Rampart View, Virginia, Co. Cavan (Phase 1)",8,"Co-operative Housing Ireland","","","","","Q1-2019",""
65,"CALF Turnkey","Cavan","Rampart View, Virginia, Co. Cavan (Phase 2)",11,"Co-operative Housing Ireland","","","","","Q1-2019",""
66,"CAS CONSTRUCTION","Clare","Cahercalla, Ennis (Phase 2)",15,"Cuan an Chlair Ltd","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
67,"CAS CONSTRUCTION","Clare","Laurel Lodge, Clare Road, Ennis",3,"Society of Saint Vincent de Paul","","","","","","Q4-2016"
68,"CAS CONSTRUCTION","Clare","Roo East",4,"Thomond Housing Association Ltd","","","","","","Q4-2018"
69,"CAS CONSTRUCTION","Clare","9 Elmwood",4,"Thomond Housing Association Ltd","","","","","","Q1-2019"
70,"CAS CONSTRUCTION","Clare","Teach Rua",4,"Newgrove Housing Association Ltd","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
71,"CAS CONSTRUCTION TURNKEY","Clare","Haggard View, Clarecastle (Phase 2)",2,"Anvers Housing Association Ltd","","","","","","Q2-2018"
72,"CAS CONSTRUCTION TURNKEY","Clare","Haggard View, Clarecastle (Phase 1)",2,"Anvers Housing Association Ltd","","","","","","Q1-2018"
73,"SHIP CONSTRUCTION","Clare","Roslevan, Ennis",8,"*N/A","","","","","Q2-2019",""
74,"SHIP CONSTRUCTION","Clare","Feakle",13,"*N/A","","","","","Q4-2018",""
75,"SHIP CONSTRUCTION","Clare","Glor Srutha, Knockbrack Lower, Clonlara",9,"*N/A","","","","","Q4-2018",""
76,"SHIP CONSTRUCTION","Clare","Seaview Park, Quilty",18,"*N/A","","","","","Q2-2019",""
77,"SHIP CONSTRUCTION","Clare","Ashline, Kilrush Road, Ennis",40,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
78,"SHIP CONSTRUCTION","Clare","Miltown Malbay",27,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
79,"SHIP CONSTRUCTION","Clare","Doonaun, Tulla",22,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
80,"SHIP CONSTRUCTION","Clare","Boheraroan, Newmarket-on-Fergus",18,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
81,"SHIP CONSTRUCTION","Clare","Cappagh Lodge, Sixmilebridge",2,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
82,"SHIP CONSTRUCTION","Clare","St. Michaels Place, Kilmihil",2,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
83,"SHIP CONSTRUCTION TURNKEY","Clare","River View, School Road, Corofin",2,"*N/A","","","","","","Q4-2018"
84,"CALF Turnkey","Clare","Acha Bhile, Loughville, Lahinch Road, Ennis, Co Clare  (Phase 1)",12,"Cluid Housing","","","","","","Q2-2018"
85,"CALF Turnkey","Clare","Acha Bhile, Loughville, Lahinch Road, Ennis, Co Clare  (Phase 2)",18,"Cluid Housing","","","","","","Q4-2018"
86,"CALF Turnkey","Clare","Cluain Ros Leamhan, Roslevan, Tulla Road, Ennis, Co. Clare (Phase 1)",3,"Co-operative Housing Ireland","","","","","","Q4-2018"
87,"CALF Turnkey","Clare","Cluain Ros Leamhan, Roslevan, Tulla Road, Ennis, Co. Clare (Phase 2)",2,"Co-operative Housing Ireland","","","","","","Q2-2019"
88,"CALF Turnkey","Clare","Gleann Cora, Newmarket on Fergus, Co. Clare (Phase 1)*",31,"Co-operative Housing Ireland","","","","Q2-2019","",""
89,"CALF Turnkey","Clare","Lios Anama, Sixmilebridge, Clare (Phase 1)",28,"Co-operative Housing Ireland","","","","","","Q4-2017"
90,"CALF Construction","Clare","Revised - Bruachlan, Westbury, Co Clare (Phase 1)",22,"Co-operative Housing Ireland","","","","Q1-2017","",""
91,"CALF Turnkey","Clare","Tullyvarraga, Shannon, Co. Clare (Phase 1)*",47,"Co-operative Housing Ireland","","","","","Q1-2018",""
92,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Clare","Shannon East",51,"*N/A","","","Q1-2018","","",""
93,"CAS CONSTRUCTION","Cork City","Edel House, Grattan Street",37,"Good Shepherd Services Ltd","","","","","Q1-2019",""
94,"CAS CONSTRUCTION","Cork City","Saint Vincent's Convent, Vincent's Ave/St. Mary's Street",25,"Respond","Stage 1 approved Q2-2015, outline design and costs being prepared.","","","","",""
95,"CAS CONSTRUCTION","Cork City","Thomas Davis Street (Phase 1)",28,"Respond","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
96,"CAS CONSTRUCTION","Cork City","Ceanncora Lawn, Ballinlough",1,"Cork Mental Health Voluntary Housing Association Ltd","","","","","","Q3-2018"
97,"CAS CONSTRUCTION","Cork City","St. Joachim & Anne's, Anglesea Street",8,"Simon Community : Cork Simon","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
98,"CAS CONSTRUCTION","Cork City","27-29 Dublin Street, Blackpool",10,"Respond","","","","","","Q3-2018"
99,"REGENERATION","Cork City","Phase 1 B Knocknaheeny",29,"*N/A","","","","","","Q4-2017"
100,"REGENERATION","Cork City","Phase 2A Knocknaheeny (Phase 1)",16,"*N/A","","","","","Q2-2018",""
101,"REGENERATION","Cork City","Phase 1 C Knocknaheeny",41,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
102,"REGENERATION","Cork City","Phase 2 B Knocknaheeny",38,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
103,"REGENERATION","Cork City","Phase 2C Knocknaheeny",24,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
104,"REGENERATION","Cork City","Foyle Avenue Infill Housing Development, Foyle Avenue, Knocknaheeny, Cork",2,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
105,"REGENERATION","Cork City","Ardmore Avenue, Knocknaheeny, Cork",1,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
106,"REGENERATION","Cork City","Phase 2A Knocknaheeny (Phase 2)",31,"*N/A","","","","","Q2-2018",""
107,"REGENERATION","Cork City","Phase 3B",62,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
108,"SHIP CONSTRUCTION","Cork City","The Meadows, Knocknacullen",1,"*N/A","","","","","","Q3-2016"
109,"SHIP CONSTRUCTION","Cork City","Boyces Street",51,"*N/A","","","","","Q2-2019",""
110,"SHIP CONSTRUCTION","Cork City","Shandon Street/John Philpott Curran Street",9,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
111,"SHIP CONSTRUCTION","Cork City","St. Johns Well",6,"*N/A","","","","","Q4-2018",""
112,"SHIP CONSTRUCTION","Cork City","Churchfield Place East",3,"*N/A","","","","","","Q4-2018"
113,"SHIP CONSTRUCTION","Cork City","Deanrock, Togher (Phase 1)",8,"*N/A","","","","","","Q4-2018"
114,"SHIP CONSTRUCTION","Cork City","Gerald Griffin Street",42,"*N/A","","","","Stage 4 approved Q3-2017, the scheme is fully approved.","",""
115,"SHIP CONSTRUCTION","Cork City","Cappanoole",2,"*N/A","","","","","","Q4-2016"
116,"SHIP CONSTRUCTION","Cork City","Bramble Cottages",5,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
117,"SHIP CONSTRUCTION","Cork City","Errigal Heights, The Glen, Cork City",20,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
118,"SHIP CONSTRUCTION","Cork City","Glenamoy Lawn, Mayfield, Cork",2,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
119,"SHIP CONSTRUCTION","Cork City","Deanrock, Togher (Phase 2)",7,"*N/A","","","","","","Q1-2019"
120,"SHIP CONSTRUCTION","Cork City","Hollywood Estate Infill Housing, Blarney Road, Cork",7,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
121,"SHIP CONSTRUCTION","Cork City","Deanrock, Togher (Phase 3)",50,"*N/A","","","","","Q1-2018",""
122,"SHIP CONSTRUCTION","Cork City","Clover Hill Court, Bessboro Road, Mahon, Cork",51,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
123,"SHIP CONSTRUCTION","Cork City","Westside, Model Farm Road, Cork",32,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
124,"SHIP CONSTRUCTION TURNKEY","Cork City","Arus Mhuire",30,"*N/A","","","","","","Q4-2018"
125,"SHIP CONSTRUCTION TURNKEY","Cork City","Barrack Street",32,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
126,"SHIP CONSTRUCTION TURNKEY","Cork City","FaranFerris",5,"*N/A","","","","","Q2-2018",""
127,"SHIP CONSTRUCTION TURNKEY","Cork City","High Street",9,"*N/A","","","","","Q4-2018",""
128,"SHIP CONSTRUCTION TURNKEY","Cork City","Tramore Road",4,"*N/A","","","","","","Q4-2018"
129,"SHIP CONSTRUCTION TURNKEY","Cork City","Whites Street",43,"*N/A","","","","","Q3-2018",""
130,"SHIP CONSTRUCTION TURNKEY","Cork City","Woods Street",16,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
131,"SHIP CONSTRUCTION TURNKEY","Cork City","Church Road, Tramore",43,"*N/A","","","","","","Q3-2018"
132,"SHIP CONSTRUCTION TURNKEY","Cork City","1-5, Ard Aoibhinn, Banduff, Mayfield",5,"*N/A","","","","","","Q3-2018"
133,"SHIP CONSTRUCTION TURNKEY","Cork City","Corcorans Quay",3,"*N/A","","","","","Q2-2018",""
134,"SHIP CONSTRUCTION TURNKEY","Cork City","Blarney Street",25,"*N/A","","","","","Q2-2018",""
135,"SHIP CONSTRUCTION TURNKEY","Cork City","Ballinure Road, Cork City",5,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
136,"SHIP CONSTRUCTION TURNKEY","Cork City","Moss Lane, Riverway, Cork",5,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
137,"SHIP CONSTRUCTION TURNKEY","Cork City","7-11 Gerald Griffin Street, Cork",13,"*N/A","","","","","Q1-2019",""
138,"SHIP CONSTRUCTION TURNKEY","Cork City","29/30 Lower John Street, Cork",17,"*N/A","","","","","Q1-2019",""
139,"SHIP CONSTRUCTION TURNKEY","Cork City","Skehard Road, Blackrock, Cork",16,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
140,"SHIP CONSTRUCTION TURNKEY","Cork City","Coach Street, Cork",13,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
141,"SHIP CONSTRUCTION TURNKEY","Cork City","Shanakiel Road, Cork",20,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
142,"SHIP CONSTRUCTION TURNKEY","Cork City","Spring Lane, Blackpool, Cork",8,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
143,"SHIP CONSTRUCTION TURNKEY","Cork City","Glen Ryan Road, Cork",9,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
144,"SHIP CONSTRUCTION TURNKEY","Cork City","1-4 Marble Lane",4,"*N/A","","","","","","Q4-2017"
145,"SHIP CONSTRUCTION TURNKEY","Cork City","Sheridan Park, Tramore Road",28,"*N/A","","","","","","Q4-2016"
146,"SHIP CONSTRUCTION TURNKEY","Cork City","37-39 Dublin Street, Blackpool, Cork",5,"*N/A","","","","","","Q2-2018"
147,"SHIP CONSTRUCTION TURNKEY","Cork City","6-10, Ard Aoibhinn, Banduff, Mayfield",5,"*N/A","","","","","","Q4-2018"
148,"SHIP CONSTRUCTION TURNKEY","Cork City","2 Deanrock Cottages, Togher",4,"*N/A","","","","","","Q4-2018"
149,"SHIP CONSTRUCTION TURNKEY","Cork City","258 & 259 Blarney Street, Cork",2,"*N/A","","","","","","Q1-2018"
150,"SHIP CONSTRUCTION TURNKEY","Cork City","1 & 2 The Groves, Skehard Road, Cork",2,"*N/A","","","","","","Q2-2018"
151,"SHIP CONSTRUCTION TURNKEY","Cork City","3B & 9B South Terrace Court, South Terrace, Cork",2,"*N/A","","","","","","Q4-2018"
152,"SHIP CONSTRUCTION TURNKEY","Cork City","Ballinlough Road / Knockrea Lawn, Ballinlough, Cork",6,"*N/A","","","","","","Q2-2019"
153,"SHIP CONSTRUCTION TURNKEY","Cork City","Ard na Ri, Banduff Road, Cork (Phase 1)",10,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
154,"SHIP CONSTRUCTION TURNKEY","Cork City","Gearney's Boreen, Commons Road, Cork",3,"*N/A","","","","","Q2-2019",""
155,"SHIP CONSTRUCTION TURNKEY","Cork City","Ard na Ri, Banduff Road, Cork (Phase 2)",5,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
156,"SHIP CONSTRUCTION TURNKEY","Cork City","134A Eagle Valley, Sarsfield Road",1,"*N/A","","","","","Q1-2018",""
157,"CALF Construction","Cork City","Green Lane, Blackpool, Cork City (Phase 1)",112,"Cluid Housing","","","","Q2-2019","",""
158,"CALF Turnkey","Cork City","Hereford Place, Ballymacthomas Street, Cork City (Phase 1)*",19,"Respond","","","","Q2-2019","",""
159,"CALF Turnkey","Cork City","Leeside Apartments, Bachelors Quay, Cork City (Phase 1)",72,"Cluid Housing","","","","","","Q4-2018"
160,"CALF Construction","Cork City","Lower Glanmire Road, Cork City (Phase 1)",8,"Galtan Ltd","","","","","Q1-2019",""
161,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 1)",3,"Galtan Ltd","","","","","","Q1-2018"
162,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 2)",3,"Galtan Ltd","","","","","","Q4-2018"
163,"CALF Turnkey","Cork City","Millerd Street, Cork (Phase 1)",25,"Respond","","","","","Q1-2019",""
164,"CALF Turnkey","Cork City","Cork City (Phase 1)",32,"Co-operative Housing Ireland","","","","Q1-2019","",""
165,"CALF Turnkey","Cork City","North Abbey Street, Cork City  (Phase 1)",6,"Respond","","","","","","Q4-2018"
166,"CALF Turnkey","Cork City","Redforge Road, Blackpool, Cork City (Phase 1)*",80,"Respond","","","","Q3-2018","",""
167,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 1)",31,"T�ath Housing Association Ltd","","","","","","Q4-2018"
168,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 2)",21,"T�ath Housing Association Ltd","","","","","Q1-2018",""
169,"CALF Turnkey","Cork City","The Meadows (Phase 2) Gurranabraher, Cork City  (Phase 1)",17,"T�ath Housing Association Ltd","","","","","Q1-2019",""
170,"CALF Turnkey","Cork City","Togher Cross, Lehenaghmore, Co. Cork (Phase 1)",9,"Cluid Housing","","","","","Q3-2018",""
171,"CAS CONSTRUCTION","Cork County","Sisters of Mercy Church and Convent at Knocknamuck, Bantry Bay",16,"Cluid Housing Association","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
172,"CAS CONSTRUCTION","Cork County","Cuan Barra, Kilmore, Ballingeary",3,"Coiste Tithe Uibh Laoire Teoranta","","","","","","Q3-2018"
173,"CAS CONSTRUCTION","Cork County","Caim Hill, Townlands, Rosscarbery",9,"Rosscarbery Housing Association Ltd","","","","","","Q1-2019"
174,"CAS CONSTRUCTION","Cork County","Avenue House, Bandon",9,"Bandon Geriatric ? Community Council","","","","","","Q1-2018"
175,"CAS CONSTRUCTION","Cork County","Church View, Love Lane, Charleville",4,"Charleville Care Project Ltd","","","","","Q1-2019",""
176,"CAS CONSTRUCTION","Cork County","Fellowship House, Togher",31,"Tabor Lodge Addiction ? Housing Services Ltd","","","","","","Q2-2018"
177,"CAS CONSTRUCTION","Cork County","Care Home Facility, Masseytown, Macroom",1,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
178,"CAS CONSTRUCTION","Cork County","Baile Bhuire, Macroom",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
179,"CAS CONSTRUCTION","Cork County","Charleville, Church View, Love Lane, Charleville",8,"Charleville Care Project Ltd","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
180,"SHIP CONSTRUCTION","Cork County","Downeen Cross, Rosscarbery",7,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
181,"SHIP CONSTRUCTION","Cork County","Ard Na Greine, Cortmacsherry",15,"*N/A","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
182,"SHIP CONSTRUCTION","Cork County","Tower View/C�irt na Sil�n�, Cloyne, East Cork Phase 1",7,"*N/A","","","","","Q3-2018",""
183,"SHIP CONSTRUCTION","Cork County","Beechgrove, Clonakilty",57,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
184,"SHIP CONSTRUCTION","Cork County","Poulavone, Ballincollig",57,"*N/A","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
185,"SHIP CONSTRUCTION","Cork County","Newtown House , Bantry",1,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
186,"SHIP CONSTRUCTION","Cork County","Fairfield, Masseytown, Macroom",7,"*N/A","","","","","","Q4-2018"
187,"SHIP CONSTRUCTION","Cork County","12 & 14 Droum, Castletownbere",2,"*N/A","","","","","","Q4-2018"
188,"SHIP CONSTRUCTION","Cork County","Kilnagleary, Carrigaline (Phase 4)",14,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
189,"SHIP CONSTRUCTION","Cork County","Oliver Plunkett Hill, Fermoy",10,"*N/A","","","","","","Q2-2017"
190,"SHIP CONSTRUCTION","Cork County","Townsend Street, Skibbereen",6,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
191,"SHIP CONSTRUCTION","Cork County","Forest View, Mallow",10,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
192,"SHIP CONSTRUCTION","Cork County","11/10 Harbour Hill, Cobh",1,"*N/A","","","","","","Q2-2018"
193,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline phase 1A",10,"*N/A","","","","","","Q4-2018"
194,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1A & 1B (ii))",16,"*N/A","","","","","","Q1-2019"
195,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1C)",18,"*N/A","","","","","","Q1-2019"
