"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
382,"REGENERATION","Dublin City","Buttercup, Darndale",9,"*N/A","","","","","","Q1-2018"
383,"REGENERATION","Dublin City","Buttercup, Darndale",7,"*N/A","","","","","","Q2-2018"
384,"REGENERATION","Dublin City","St. Bricins Park",11,"*N/A","","","","","","Q4-2018"
385,"SHIP CONSTRUCTION","Dublin City","Hampton Wood",25,"*N/A","","","","","","Q4-2016"
386,"SHIP CONSTRUCTION","Dublin City","Belcamp B, Dublin 17",12,"*N/A","","Stage 2 approved Q3-2015, full design/tender being prepared.","","","",""
387,"SHIP CONSTRUCTION","Dublin City","Bunratty Road Phase 1c, Dublin 17",70,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
388,"SHIP CONSTRUCTION","Dublin City","Cornamona, Ballyfermot, Dublin 12",61,"*N/A","","","","","Q2-2019",""
389,"SHIP CONSTRUCTION","Dublin City","Infirmary Road, Dublin 7",38,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
390,"SHIP CONSTRUCTION","Dublin City","North King Street, - Sean Foster Place, Dublin 7",30,"*N/A","","","","","Q1-2019",""
391,"SHIP CONSTRUCTION","Dublin City","Ballybough Road, Dublin 1 - Phase 1",5,"*N/A","","","","","","Q4-2018"
392,"SHIP CONSTRUCTION","Dublin City","St. Finbar's Court, Kilkieran Road, Dublin 7",46,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
393,"SHIP CONSTRUCTION","Dublin City","Priory Hall Phase 1",9,"*N/A","","","","","","Q1-2017"
394,"SHIP CONSTRUCTION","Dublin City","Priory Hall Phase 2",26,"*N/A","","","","","Q2-2017",""
395,"SHIP CONSTRUCTION","Dublin City","Ballybough Road, Dublin 1 - Phase 2",2,"*N/A","","","","","Q1-2017",""
396,"SHIP CONSTRUCTION RAPID","Dublin City","Bonham Street Dublin  8",57,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
397,"SHIP CONSTRUCTION RAPID","Dublin City","Cork Street / Chamber Street Dublin 8",55,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
398,"SHIP CONSTRUCTION RAPID","Dublin City","Springvale Chapelizod Dublin 8",73,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
399,"SHIP CONSTRUCTION RAPID","Dublin City","Belcamp H, Dublin 17",38,"*N/A","","","","","","Q4-2017"
400,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot",24,"*N/A","","","","","","Q4-2017"
401,"SHIP CONSTRUCTION RAPID","Dublin City","Mourne Road, Drimnagh",29,"*N/A","","","","","","Q4-2017"
402,"SHIP CONSTRUCTION RAPID","Dublin City","St Helena's Drive, Finglas",39,"*N/A","","","","","","Q3-2017"
403,"SHIP CONSTRUCTION RAPID","Dublin City","Poppintree, Ballymun",22,"*N/A","","","","","","Q2-2016"
404,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard Site Ph1",53,"*N/A","","","","","","Q4-2018"
405,"SHIP CONSTRUCTION RAPID","Dublin City","Belcamp C, Dublin 17",16,"*N/A","","Stage 2 approved Q3-2015, full design/tender being prepared.","","","",""
406,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Rathvilly Drive site",13,"*N/A","","","","","","Q3-2018"
407,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Woodbank Drive site",3,"*N/A","","","","","","Q3-2018"
408,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard site Ph 2",19,"*N/A","","","","","Q3-2018",""
409,"SHIP CONSTRUCTION TURNKEY","Dublin City","Prospecthill",58,"*N/A","","","","","","Q4-2017"
410,"SHIP CONSTRUCTION TURNKEY","Dublin City","Parkside, Balgriffin, Dublin 13",16,"*N/A","","","","","","Q4-2018"
411,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",47,"*N/A","","","","","","Q4-2018"
412,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",45,"*N/A","","","","","Q4-2018",""
413,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 1)",14,"T�ath Housing Association Ltd","","","","","","Q4-2016"
414,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 2)",21,"T�ath Housing Association Ltd","","","","","","Q1-2017"
415,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 3)",10,"T�ath Housing Association Ltd","","","","","","Q2-2017"
416,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 4)",3,"T�ath Housing Association Ltd","","","","","","Q3-2017"
417,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 5)",1,"T�ath Housing Association Ltd","","","","","","Q4-2018"
418,"CALF Construction","Dublin City","Annamore Court, Ballyfermot (Phase 1)",70,"The Iveagh Trust","","","","","","Q2-2017"
419,"CALF Turnkey","Dublin City","Balfe Road, Crumlin, Dublin 12 (Phase 1)*",16,"Respond","","","","","","Q4-2018"
420,"CALF Construction","Dublin City","Ballygall Road East Phase 2 (Phase 1)",11,"Fold Housing Association Ireland Ltd","","","","","","Q1-2016"
421,"CALF Construction","Dublin City","Bethany House, Gilford Road, Sandymount, Dublin 4 (Phase 1)",23,"Cluid Housing","","","","Q2-2018","",""
422,"CALF Construction","Dublin City","Bethany House, Gilford Road, Sandymount, Dublin 4 (Phase 2)",39,"Cluid Housing","","","","Q2-2018","",""
423,"CALF Turnkey","Dublin City","Block A Northbank, Castleforbes, Dublin 1  (Phase 1)*",26,"T�ath Housing Association Ltd","","","","","","Q2-2018"
424,"CALF Construction","Dublin City","Block A, Jamestown Court, Dublin 8 (Phase 1)",9,"ALONE","","","","","Q2-2019",""
425,"CALF Turnkey","Dublin City","Bluebell Avenue, Dublin 12 (Phase 1)",7,"T�ath Housing Association Ltd","","","","","","Q4-2018"
426,"CALF Turnkey","Dublin City","Bow Lane West, Dublin 8 (Phase 1)",18,"Oaklee Housing","","","","","Q4-2017",""
427,"CALF Construction","Dublin City","Broome Lodge,\nDunmanus Court, Cabra (Phase 1)",33,"Cluid Housing","","","","","","Q4-2017"
428,"CALF Turnkey","Dublin City","Canal Meadows, Bluebell, Dublin 12 (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q1-2019"
429,"CALF Turnkey","Dublin City","Chanel College, Coolock Village, Malahide Road, Dublin 5  (Phase 1)*",16,"Respond","","","","","","Q4-2017"
430,"CALF Turnkey","Dublin City","Chanel Manor Apartments, Coolock, Dublin 5. (Phase 1)*",65,"Respond","","","","Q2-2019","",""
431,"CALF Turnkey","Dublin City","Clongriffin, Dublin 13 (Phase 1)*",84,"The Iveagh Trust","","","","","","Q2-2019"
432,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 1)",3,"Cluid Housing","","","","","","Q2-2017"
433,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 2)",2,"Cluid Housing","","","","","","Q3-2017"
434,"CALF Construction","Dublin City","Harolds Cross, Dublin 6 (Phase 1)",28,"Focus Ireland","","","","","","Q4-2016"
435,"CALF Turnkey","Dublin City","Merville Court, Merville Avenue, Fairview (Phase 1)",5,"Co-operative Housing Ireland","","","","","","Q1-2017"
436,"CALF Turnkey","Dublin City","Millrose House, Bluebell Avenue, Dublin 12 (Phase 1)",8,"Cluid Housing","","","","","","Q4-2017"
437,"CALF Turnkey","Dublin City","Mountjoy Square North, Dublin 1 (Phase 1)",31,"Respond","","","","","Q2-2018",""
438,"CALF Construction","Dublin City","North King Street, Dublin 7  (Phase 1)",30,"Co-operative Housing Ireland","","","","Q1-2019","",""
439,"CALF Turnkey","Dublin City","Old School House Lane, Magenta Crescent, Santry, Dublin 9 (Phase 1)",8,"T�ath Housing Association Ltd","","","","","Q4-2018",""
440,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 1)",36,"Co-operative Housing Ireland","","","","","","Q3-2018"
441,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 2)",36,"Co-operative Housing Ireland","","","","","","Q4-2018"
442,"CALF Construction","Dublin City","Post Tender - Wad River Close Phase 2, Ballymun, Dublin 9  (Phase 1)",9,"Cluid Housing","","","","","Q4-2018",""
443,"CALF Construction","Dublin City","POST TENDER Dolphin Park, Rialto, Dublin 8 (Phase 1)",43,"Fold Housing Association Ireland Ltd","","","","","Q2-2018",""
444,"CALF Construction","Dublin City","Post Tender Johns Lane West Dublin 8 (Phase 1)",31,"Focus Ireland","","","","","","Q4-2018"
445,"CALF Construction","Dublin City","POST TENDER, Poplar Row, Ballybough, Dublin 3 (Phase 1)",29,"Oaklee Housing","","","","","Q3-2018",""
446,"CALF Construction","Dublin City","Revised - Dominic Place, Dublin (Phase 1)",9,"The Paddy McGrath Housing Project","","","","","Q2-2019",""
447,"CALF Construction","Dublin City","Revised - St Mary�s Mansions, Dublin 1 (Phase 1)",80,"Cluid Housing","","","","","Q4-2017",""
448,"CALF Construction","Dublin City","Revised Post Tender - Raleigh Square, Crumlin (Phase 1)",33,"T�ath Housing Association Ltd","","","","","Q2-2017",""
449,"CALF Construction","Dublin City","Richmond Road, Dublin 9 (Phase 1)",40,"Co-operative Housing Ireland","","","","","","Q4-2018"
450,"CALF Turnkey","Dublin City","St Agnes Convent, Armagh Road, Crumlin, Dublin 12 (Phase 1)",97,"Fold Housing Association Ireland Ltd","","","","","Q1-2018",""
451,"CALF Turnkey","Dublin City","Stormanstown Hall, Ballymun Road, (revised) (Phase 1)",42,"Oaklee Housing","","","","","","Q3-2018"
452,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q2-2016"
453,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 2)",28,"T�ath Housing Association Ltd","","","","","","Q4-2016"
454,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 3)",14,"T�ath Housing Association Ltd","","","","","","Q1-2017"
455,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 4)",8,"T�ath Housing Association Ltd","","","","","","Q1-2017"
456,"CALF Turnkey","Dublin City","Tonlegee Road, Dublin 5  (Phase 1)",47,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
457,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Dublin City","Ayrfield, Malahide Road",150,"*N/A","","","","","Q1-2019",""
458,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Dublin City","Scribblestown",70,"*N/A","","","","","Q1-2019",""
459,"CAS CONSTRUCTION","Fingal","Killhedge Lane Dun Emer",48,"T�ath Housing Association Ltd","Stage 1 approved Q1-2017, outline design and costs being prepared.","","","","",""
460,"CAS CONSTRUCTION","Fingal","Ravenswood, North Road, Finglas (Phase 1)",6,"Peter McVerry Trust Ltd","","","","","","Q4-2018"
461,"CAS CONSTRUCTION","Fingal","22 College Street, Baldoyle",4,"Cluid Housing Association","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
462,"CAS CONSTRUCTION","Fingal","Darcystown, Ringfort, Balrothery",9,"North ? East Housing Association Ltd","","","","","","Q3-2017"
463,"CAS CONSTRUCTION","Fingal","Estuary Road, Malahide",8,"Society of Saint Vincent de Paul","","","","","","Q2-2018"
464,"SHIP CONSTRUCTION","Fingal","Rivermeade, St. Margarets",2,"*N/A","","","","","","Q2-2019"
465,"SHIP CONSTRUCTION","Fingal","Rolestown (Phase 1)",10,"*N/A","","","","","","Q2-2019"
466,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk (Phase 2.3)",5,"*N/A","","","","","","Q2-2018"
467,"SHIP CONSTRUCTION","Fingal","Castlelands, Park View, Balbriggan (Phase 3)",24,"*N/A","","","","","","Q1-2019"
468,"SHIP CONSTRUCTION","Fingal","Rathbeale Road, Swords",24,"*N/A","","","","","Q4-2018",""
469,"SHIP CONSTRUCTION","Fingal","The Grange, Ballyboughal (Part 1)",2,"*N/A","","","","","","Q3-2017"
470,"SHIP CONSTRUCTION","Fingal","Cappaghfinn (Phase 1)",14,"*N/A","","","","","","Q2-2016"
471,"SHIP CONSTRUCTION","Fingal","St. Cronan's Green, Swords",14,"*N/A","","","","","","Q2-2016"
472,"SHIP CONSTRUCTION","Fingal","St. Conan's Cottages, Swords",1,"*N/A","","","","","","Q2-2016"
473,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk (Phase 2.1)",25,"*N/A","","","","","","Q4-2017"
474,"SHIP CONSTRUCTION","Fingal","The Grange, Ballyboughal (Part 2)",6,"*N/A","","","","","","Q4-2018"
475,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk (Phase 2.2) ",15,"*N/A","","","","","","Q1-2018"
476,"SHIP CONSTRUCTION","Fingal","Redevelopment of Community Centre, Pinewood, Balbriggan",2,"*N/A","","","","","Q1-2019",""
477,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk (Phase 2.4)",4,"*N/A","","","","","","Q3-2018"
478,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk (Phase 2.5)",25,"*N/A","","","","","","Q4-2018"
479,"SHIP CONSTRUCTION","Fingal","Tucketts Lane, Howth, Co Dublin",8,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
480,"SHIP CONSTRUCTION","Fingal","Wellview Infill",20,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
481,"SHIP CONSTRUCTION","Fingal","Rolestown (Phase 2)",10,"*N/A","","","","","Q2-2018",""
482,"SHIP CONSTRUCTION RAPID","Fingal","Avondale, Mulhuddart, Dublin 15",42,"*N/A","","","","","Q3-2018",""
483,"SHIP CONSTRUCTION RAPID","Fingal","Hansfield, Ongar, Dublin 15",36,"*N/A","","","","","","Q3-2017"
484,"SHIP CONSTRUCTION RAPID","Fingal","Pinewood, Balbriggan",20,"*N/A","","","","","","Q2-2018"
485,"SHIP CONSTRUCTION RAPID","Fingal","Wellview, Mulhuddart",20,"*N/A","","","","","","Q4-2017"
486,"SHIP CONSTRUCTION RAPID","Fingal","Church Road, Mulhuddart, Dublin 15",22,"*N/A","","","","","Q4-2018",""
487,"SHIP CONSTRUCTION TURNKEY","Fingal","Blackmills Grove, Blakestown Road, Mulhuddard",10,"*N/A","","","","","","Q2-2017"
488,"SHIP CONSTRUCTION TURNKEY","Fingal","Balgriffin Grove, Malahide Road, Balgriffin",6,"*N/A","","","","","","Q1-2017"
489,"SHIP CONSTRUCTION TURNKEY","Fingal","Hansfield (Phase 1), Ongar, Dublin 15",16,"*N/A","","","","","","Q1-2018"
490,"SHIP CONSTRUCTION TURNKEY","Fingal","Hansfield (Phase 2), Ongar, Dublin 15",16,"*N/A","","","","","","Q2-2018"
491,"SHIP CONSTRUCTION TURNKEY","Fingal","Ravenswood, North Road, Finglas (Phase 2)",2,"Peter McVerry Trust Ltd","","","","","","Q4-2018"
492,"SHIP CONSTRUCTION TURNKEY","Fingal","Boroimhe, Swords",6,"*N/A","","","","","","Q3-2018"
493,"SHIP CONSTRUCTION TURNKEY","Fingal","Cnoc Dubh, Ballyboughal",6,"*N/A","","","","","","Q4-2018"
494,"SHIP CONSTRUCTION TURNKEY","Fingal","Kenure Gate, Park Road, Rush",4,"*N/A","","","","","","Q4-2018"
495,"SHIP CONSTRUCTION TURNKEY","Fingal","Glaslinn, Donabate",3,"*N/A","","","","","","Q4-2018"
496,"SHIP CONSTRUCTION TURNKEY","Fingal","Bremore Pastures Park, Balbriggan",4,"*N/A","","","","","","Q4-2018"
497,"SHIP CONSTRUCTION TURNKEY","Fingal","Northwood Green, Santry, Dublin 9",37,"*N/A","","","","","","Q4-2018"
498,"SHIP CONSTRUCTION TURNKEY","Fingal","Hollytown Cottages",4,"*N/A","","","","","Q1-2019",""
499,"CALF Turnkey","Fingal","4 units, Taylor Hill, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
500,"CALF Turnkey","Fingal","Allendale Square, Clonsilla, Dublin 15 (Phase 1)*",28,"Respond","","","","","Q1-2019",""
501,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q4-2018"
502,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 2)*",12,"T�ath Housing Association Ltd","","","","","","Q4-2018"
503,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q2-2016"
504,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 2)",7,"T�ath Housing Association Ltd","","","","","","Q3-2016"
505,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 3)",7,"T�ath Housing Association Ltd","","","","","","Q4-2016"
506,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 4)",21,"T�ath Housing Association Ltd","","","","","","Q1-2017"
507,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 5)",8,"T�ath Housing Association Ltd","","","","","","Q2-2017"
508,"CALF Construction","Fingal","Ladyswell Road & Church Road, Mulhuddart, Dublin 15  (Phase 1)",65,"Cluid Housing","","","","","Q4-2018",""
509,"CALF Turnkey","Fingal","Lanesborough Close, Finglas, Dublin 11 (Phase 1)*",21,"Cluid Housing","","","","","","Q4-2018"
510,"CALF Turnkey","Fingal","Martello Place, Balbriggan, Co Dublin  (Phase 1)",18,"Respond","","","","","","Q3-2018"
511,"CALF Turnkey","Fingal","Millers Glen, Oldtown, Swords, Co. Dublin (Phase 1)*",10,"The Iveagh Trust","","","","","Q3-2018",""
512,"CALF Turnkey","Fingal","Millers Glen, Oldtown, Swords, Co. Dublin (Phase 2)*",18,"The Iveagh Trust","","","","","Q3-2018",""
513,"CALF Turnkey","Fingal","Millers Glen, Phase 3, Oldtown, Swords (Phase 1)*",14,"The Iveagh Trust","","","","","Q3-2018",""
514,"CALF Turnkey","Fingal","Northwood Green, Santry, Dublin 9 (Phase 1)*",6,"Respond","","","","","","Q4-2018"
515,"CALF Turnkey","Fingal","Northwood, Ballymun Cross, Santry, Dublin 9 (Phase 1)*",55,"Respond","","","","","Q3-2018",""
516,"CALF Construction","Fingal","Old Coolock Lane, Santry, Dublin 9 (Phase 1)",28,"Circle Voluntary Housing Association Ltd","","","","Q1-2019","",""
517,"CALF Turnkey","Fingal","Old Corduff Road, Blanchardstown, Dublin 15 (Phase 1)*",28,"Respond","","","","","Q4-2018",""
518,"CALF Turnkey","Fingal","Pappan Grove, Northwood, Santry, Dublin 9 (Phase 1)*",35,"T�ath Housing Association Ltd","","","","","Q2-2018",""
519,"CALF Turnkey","Fingal","St Marnock�s Bay, Portmarnock, Co Dublin   (Phase 1)*",10,"Cluid Housing","","","","","","Q4-2017"
520,"CALF Turnkey","Fingal","St Werburghs Court Drynam Rd Swords Co Dublin (Phase 1)*",18,"T�ath Housing Association Ltd","","","","","","Q4-2017"
521,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
522,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 2)*",8,"Circle Voluntary Housing Association Ltd","","","","","Q4-2017",""
523,"CALF Turnkey","Fingal","Taylor Hill Crescent, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
524,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 1)*",31,"Cluid Housing","","","","","","Q4-2018"
525,"CALF Turnkey","Fingal","The Galleries, Turvey Avenue, Donabate (Phase 1)",43,"Oaklee Housing","","","","","Q2-2017",""
526,"CALF Turnkey","Fingal","The Hermitage, Balgriffin, Co Dublin  (Phase 1)*",54,"Cluid Housing","","","","","","Q4-2017"
527,"CALF Turnkey","Fingal","Weavers Wood, Clonsilla Road, Clonsilla, Dublin 15  (Phase 1)*",33,"Co-operative Housing Ireland","","","","","","Q3-2018"
528,"CAS CONSTRUCTION","Galway City","97/98 Rockfield",4,"Carraig Dubh Housing Association","","","","","","Q1-2018"
529,"CAS CONSTRUCTION","Galway City","Cul Garrai, Rahoon",6,"Peter Triest Housing Association Ltd","Stage 1 approved Q3-2015, outline design and costs being prepared.","","","","",""
530,"CAS CONSTRUCTION","Galway City","47 Forster Street",9,"Cope Galway","","","","","Q4-2018",""
531,"CAS CONSTRUCTION","Galway City","Doughiska, Co. Galway",7,"Respond","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
532,"SHIP CONSTRUCTION","Galway City","Ballymoneen Road (Phase 2)",78,"*N/A","","","","","Q2-2019",""
533,"SHIP CONSTRUCTION","Galway City","Ballymoneen Road (Phase 1)",14,"*N/A","","","","","","Q2-2018"
534,"SHIP CONSTRUCTION","Galway City","Monivea Road, Ballybaan More, Galway.",7,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
535,"SHIP CONSTRUCTION","Galway City","Monivea Road, Ballybaan More, Galway",58,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
536,"SHIP CONSTRUCTION","Galway City","Headford Road, Castlegar",70,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
537,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine, (Glasshouse Site) Monivea Road - (Phase 1)",6,"*N/A","","","","","Q4-2018",""
538,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 2)",12,"*N/A","","","","","Q4-2018",""
539,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 3)",14,"*N/A","","","","","Q4-2018",""
540,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 4)",14,"*N/A","","","","","Q4-2018",""
541,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 5)",2,"*N/A","","","","","Q4-2018",""
542,"CALF Turnkey","Galway City","Belmont, Renmore, Galway City (Phase 1)*",16,"Co-operative Housing Ireland","","","","","Q1-2018",""
543,"CALF Turnkey","Galway City","Block D, Straith Fhada, Doughiska, Galway (Phase 1)",14,"T�ath Housing Association Ltd","","","","","Q1-2019",""
544,"CALF Turnkey","Galway City","Boireann Beag, Ros Cam, Galway (Phase 1)",16,"Cluid Housing","","","","","","Q4-2016"
545,"CALF Turnkey","Galway City","Caireal Mor (Phase 2), Headford Road, Castlegar, Galway (Phase 1)*",15,"Respond","","","","","Q2-2019",""
546,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 1)",15,"Respond","","","","","Q2-2018",""
547,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 2)",66,"Respond","","","","","Q2-2018",""
548,"CALF Turnkey","Galway City","Cnoc na Ri, Clybaun Road, Galway  (Phase 1)*",2,"Cluid Housing","","","","","","Q3-2017"
549,"CALF Turnkey","Galway City","Maigh Rua, Doughiska, Galway  (Phase 1)",23,"Co-operative Housing Ireland","","","","","","Q4-2017"
550,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q1-2017"
551,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 2)*",4,"T�ath Housing Association Ltd","","","","","","Q4-2017"
552,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Knocknacarra, Galway CIty (Phase 1)*",3,"T�ath Housing Association Ltd","","","","","","Q3-2018"
553,"CALF Turnkey","Galway City","Reilean, Roscam, Block 5 Galway (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q2-2017"
554,"CALF Turnkey","Galway City","Reilean, Roscam,Block 4 Galway (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q2-2017"
555,"CALF Turnkey","Galway City","Revised Murrough, Renmore, Galway  (Phase 1)*",20,"Cluid Housing","","","","","","Q1-2019"
556,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Galway City","Ballyburke",74,"*N/A","","","Q1-2018","","",""
557,"CAS CONSTRUCTION","Galway County","Letterfrack (Phase 2)",11,"Cluid Housing Association","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
558,"CAS CONSTRUCTION","Galway County","Rossaveal Cottages, Ros a Mh�l, South Connemara",8,"Tearmann Eanna Teoranta","Stage 1 approved Q4-2016, outline design and costs being prepared.","","","","",""
559,"CAS CONSTRUCTION","Galway County","Cregboy, Claregalway",14,"Claregalway and District Day Care Centre","","","","","Q2-2018",""
560,"CAS CONSTRUCTION","Galway County","Eanach Mheain, Carraroe",13,"Tearmann Eanna Teoranta","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
561,"CAS CONSTRUCTION","Galway County","Mountbellew",5,"Mountbellew Voluntary Homes Association","Stage 1 approved Q3-2015, outline design and costs being prepared.","","","","",""
562,"CAS CONSTRUCTION","Galway County","Springfield, Parkmore (Ballinasloe)",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
563,"CAS CONSTRUCTION","Galway County","Letterfrack (Phase 1)",13,"Cluid Housing Association","","","","","","Q2-2016"
564,"CAS CONSTRUCTION","Galway County","Dunlo Hill, Ballinasloe",18,"Cluid Housing Association","","","","","Q4-2018",""
565,"CAS CONSTRUCTION","Galway County","Caheroyn, Athenry",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
566,"CAS CONSTRUCTION","Galway County","Aggard More, Craughwell",5,"Peter Triest Housing Association Ltd","","","","","Q2-2019",""
567,"CAS CONSTRUCTION","Galway County","The Old Post Office, Inverin",4,"Tearmann Eanna Teoranta","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
568,"SHIP CONSTRUCTION","Galway County","Esker Fields, Ballinasloe",2,"*N/A","","","","","Q2-2018",""
569,"SHIP CONSTRUCTION","Galway County","Garbally Drive, Ballinasloe",10,"*N/A","","","","","Q2-2018",""
570,"SHIP CONSTRUCTION","Galway County","Na Clocha Rua, An Cheathr� Rua, Co. Galway",4,"*N/A","","","","","Q2-2019",""
571,"SHIP CONSTRUCTION","Galway County","Ardrahan (SRD)",1,"*N/A","","","","","","Q4-2017"
572,"SHIP CONSTRUCTION","Galway County","Callowfinish, Carna (SRD)",1,"*N/A","","","","","","Q2-2018"
573,"SHIP CONSTRUCTION","Galway County","Waterdale, Claregalway (SRD)",1,"*N/A","","","","","","Q4-2018"
574,"SHIP CONSTRUCTION","Galway County","Corndulla (SRD)",1,"*N/A","","","","","","Q1-2019"
575,"SHIP CONSTRUCTION","Galway County","Cill Ciar�n (SRD)",1,"*N/A","","","","","","Q3-2018"
576,"SHIP CONSTRUCTION","Galway County","Kinvara (SRD)",1,"*N/A","","","","","","Q3-2018"
