"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1066,"REGENERATION","Dublin City","O'Devaney Gardens",56,"*N/A","","","","","Q3-2018",""
1067,"REGENERATION","Dublin City","Charlemont",79,"*N/A","","","","","","Q4-2017"
1068,"REGENERATION","Dublin City","Maxwell Road",9,"*N/A","","","","","","Q2-2016"
1069,"REGENERATION","Dublin City","Buttercup, Darndale",19,"*N/A","","","","","","Q4-2017"
1070,"REGENERATION","Dublin City","Buttercup, Darndale",9,"*N/A","","","","","","Q1-2018"
1071,"REGENERATION","Dublin City","Buttercup, Darndale",7,"*N/A","","","","","","Q2-2018"
1072,"REGENERATION","Dublin City","St. Bricins Park",11,"*N/A","","","","","","Q4-2018"
1073,"SHIP CONSTRUCTION RAPID","Dublin City","Belcamp H, Dublin 17",38,"*N/A","","","","","","Q4-2017"
1074,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot",24,"*N/A","","","","","","Q4-2017"
1075,"SHIP CONSTRUCTION RAPID","Dublin City","Mourne Road, Drimnagh",29,"*N/A","","","","","","Q4-2017"
1076,"SHIP CONSTRUCTION RAPID","Dublin City","St Helena's Drive, Finglas",39,"*N/A","","","","","","Q3-2017"
1077,"SHIP CONSTRUCTION RAPID","Dublin City","Poppintree, Ballymun",22,"*N/A","","","","","","Q2-2016"
1078,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard Site Ph1",53,"*N/A","","","","","","Q4-2018"
1079,"SHIP CONSTRUCTION RAPID","Dublin City","Belcamp C, Dublin 17",16,"*N/A","","Stage 2 approved Q3-2015, full design/tender being prepared.","","","",""
1080,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Rathvilly Drive site",13,"*N/A","","","","","","Q3-2018"
1081,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Woodbank Drive site",3,"*N/A","","","","","","Q3-2018"
1082,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard site Ph 2",19,"*N/A","","","","","Q3-2018",""
1083,"SHIP CONSTRUCTION RAPID","Dublin City","Bonham Street Dublin  8",57,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1084,"SHIP CONSTRUCTION RAPID","Dublin City","Cork Street / Chamber Street Dublin 8",55,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1085,"SHIP CONSTRUCTION RAPID","Dublin City","Springvale Chapelizod Dublin 8",73,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1086,"SHIP CONSTRUCTION TURNKEY","Dublin City","Prospecthill",58,"*N/A","","","","","","Q4-2017"
1087,"SHIP CONSTRUCTION TURNKEY","Dublin City","Parkside, Balgriffin, Dublin 13",16,"*N/A","","","","","","Q4-2018"
1088,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",47,"*N/A","","","","","","Q4-2018"
1089,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",45,"*N/A","","","","","Q4-2018",""
1090,"CAS CONSTRUCTION","Fingal","Killhedge Lane Dun Emer",48,"T�ath Housing Association Ltd","Stage 1 approved Q1-2017, outline design and costs being prepared.","","","","",""
1091,"CAS CONSTRUCTION","Fingal","Ravenswood, North Road, Finglas (Phase 1)",6,"Peter McVerry Trust Ltd","","","","","","Q4-2018"
1092,"CAS CONSTRUCTION","Fingal","22 College Street, Baldoyle",4,"Cluid Housing Association","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
1093,"CAS CONSTRUCTION","Fingal","Darcystown, Ringfort, Balrothery",9,"North ? East Housing Association Ltd","","","","","","Q3-2017"
1094,"CAS CONSTRUCTION","Fingal","Estuary Road, Malahide",8,"Society of Saint Vincent de Paul","","","","","","Q2-2018"
1095,"SHIP CONSTRUCTION RAPID","Fingal","Avondale, Mulhuddart, Dublin 15",42,"*N/A","","","","","Q3-2018",""
1096,"SHIP CONSTRUCTION RAPID","Fingal","Hansfield, Ongar, Dublin 15",36,"*N/A","","","","","","Q3-2017"
1097,"SHIP CONSTRUCTION RAPID","Fingal","Pinewood, Balbriggan",20,"*N/A","","","","","","Q2-2018"
1098,"SHIP CONSTRUCTION RAPID","Fingal","Wellview, Mulhuddart",20,"*N/A","","","","","","Q4-2017"
1099,"SHIP CONSTRUCTION RAPID","Fingal","Church Road, Mulhuddart, Dublin 15",22,"*N/A","","","","","Q4-2018",""
1100,"SHIP CONSTRUCTION TURNKEY","Fingal","Blackmills Grove, Blakestown Road, Mulhuddard",10,"*N/A","","","","","","Q2-2017"
1101,"SHIP CONSTRUCTION TURNKEY","Fingal","Balgriffin Grove, Malahide Road, Balgriffin",6,"*N/A","","","","","","Q1-2017"
1102,"SHIP CONSTRUCTION TURNKEY","Fingal","Hansfield (Phase 1), Ongar, Dublin 15",16,"*N/A","","","","","","Q1-2018"
1103,"SHIP CONSTRUCTION TURNKEY","Fingal","Hansfield (Phase 2), Ongar, Dublin 15",16,"*N/A","","","","","","Q2-2018"
1104,"SHIP CONSTRUCTION TURNKEY","Fingal","Ravenswood, North Road, Finglas (Phase 2)",2,"Peter McVerry Trust Ltd","","","","","","Q4-2018"
1105,"SHIP CONSTRUCTION TURNKEY","Fingal","Boroimhe, Swords",6,"*N/A","","","","","","Q3-2018"
1106,"SHIP CONSTRUCTION TURNKEY","Fingal","Cnoc Dubh, Ballyboughal",6,"*N/A","","","","","","Q4-2018"
1107,"SHIP CONSTRUCTION TURNKEY","Fingal","Kenure Gate, Park Road, Rush",4,"*N/A","","","","","","Q4-2018"
1108,"SHIP CONSTRUCTION TURNKEY","Fingal","Glaslinn, Donabate",3,"*N/A","","","","","","Q4-2018"
1109,"SHIP CONSTRUCTION TURNKEY","Fingal","Bremore Pastures Park, Balbriggan",4,"*N/A","","","","","","Q4-2018"
1110,"SHIP CONSTRUCTION TURNKEY","Fingal","Northwood Green, Santry, Dublin 9",37,"*N/A","","","","","","Q4-2018"
1111,"SHIP CONSTRUCTION TURNKEY","Fingal","Hollytown Cottages",4,"*N/A","","","","","Q1-2019",""
1112,"CAS CONSTRUCTION","Galway City","97/98 Rockfield",4,"Carraig Dubh Housing Association","","","","","","Q1-2018"
1113,"CAS CONSTRUCTION","Galway City","Cul Garrai, Rahoon",6,"Peter Triest Housing Association Ltd","Stage 1 approved Q3-2015, outline design and costs being prepared.","","","","",""
1114,"CAS CONSTRUCTION","Galway City","47 Forster Street",9,"Cope Galway","","","","","Q4-2018",""
1115,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine, (Glasshouse Site) Monivea Road - (Phase 1)",6,"*N/A","","","","","Q4-2018",""
1116,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 2)",12,"*N/A","","","","","Q4-2018",""
1117,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 3)",14,"*N/A","","","","","Q4-2018",""
1118,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 4)",18,"*N/A","","","","","Q4-2018",""
1119,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 5)",2,"*N/A","","","","","Q4-2018",""
1120,"CAS CONSTRUCTION","Galway County","Letterfrack (Phase 2)",11,"Cluid Housing Association","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1121,"CAS CONSTRUCTION","Galway County","Rossaveal Cottages, Ros a Mh�l, South Connemara",8,"Tearmann Eanna Teoranta","Stage 1 approved Q4-2016, outline design and costs being prepared.","","","","",""
1122,"CAS CONSTRUCTION","Galway County","Cregboy, Claregalway",14,"Claregalway and District Day Care Centre","","","","","Q2-2018",""
1123,"CAS CONSTRUCTION","Galway County","Eanach Mheain, Carraroe",13,"Tearmann Eanna Teoranta","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1124,"CAS CONSTRUCTION","Galway County","Mountbellew",5,"Mountbellew Voluntary Homes Association","Stage 1 approved Q3-2015, outline design and costs being prepared.","","","","",""
1125,"CAS CONSTRUCTION","Galway County","Springfield, Parkmore (Ballinasloe)",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
1126,"CAS CONSTRUCTION","Galway County","Letterfrack (Phase 1)",13,"Cluid Housing Association","","","","","","Q2-2016"
1127,"CAS CONSTRUCTION","Galway County","Dunlo Hill, Ballinasloe",17,"Cluid Housing Association","","","","","Q4-2018",""
1128,"CAS CONSTRUCTION","Galway County","Caheroyn, Athenry",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
1129,"CAS CONSTRUCTION","Galway County","Aggard More, Craughwell",5,"Peter Triest Housing Association Ltd","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1130,"CAS CONSTRUCTION","Galway County","The Old Post Office, Inverin",4,"Tearmann Eanna Teoranta","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
1131,"SHIP CONSTRUCTION TURNKEY","Galway County","Lorro gate, Prospect, Athenry",14,"*N/A","","","","","","Q4-2017"
1132,"SHIP CONSTRUCTION TURNKEY","Galway County","Arvough, Kinvara",6,"*N/A","","","","","","Q4-2017"
1133,"SHIP CONSTRUCTION TURNKEY","Galway County","Castlecourt, Abbey Street, Portumna",10,"*N/A","","","","","","Q4-2017"
1134,"SHIP CONSTRUCTION TURNKEY","Galway County","Ashthorn Avenue, Headford",10,"*N/A","","","","","","Q4-2018"
1135,"SHIP CONSTRUCTION TURNKEY","Galway County","Cuirt na hAbhann, Claregalway ",8,"*N/A","","","","","","Q4-2018"
1136,"CAS CONSTRUCTION","Kerry","Armagh House, Killarney",6,"Cluid Housing Association","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
1137,"CAS CONSTRUCTION","Kerry","22 College Road, Castleisland",4,"Kerry Emigrant Support Housing Association Ltd","","","","","","Q4-2018"
1138,"CAS CONSTRUCTION","Kerry","Chamfers Place",18,"Cluid Housing Association","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1139,"CAS CONSTRUCTION","Kerry","The Parsonage, Caherciveen",5,"Caherciveen Social Services (Housing) Ltd","","","","","","Q4-2018"
1140,"CAS CONSTRUCTION","Kerry","Hawley Park Apartments, St Martins Park, Mitchels Rd, Tralee",15,"Kingdom Voluntary Housing Association","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1141,"CAS CONSTRUCTION","Kerry","The Presentation Convent, Rathmore",4,"Social Action Group Rathmore","","","","","Q4-2018",""
1142,"REGENERATION","Kerry","Croilar Na Mistaelach, Tralee",11,"*N/A","","","","","","Q4-2018"
1143,"REGENERATION","Kerry","Urban Terrace, Tralee",2,"*N/A","","","","","","Q4-2016"
1144,"REGENERATION","Kerry","Clonmore Road, Tralee",3,"*N/A","","","","","","Q4-2016"
1145,"REGENERATION","Kerry","St Martin's Park, Tralee",4,"*N/A","","","","","","Q4-2018"
1146,"REGENERATION","Kerry","Dingle Road, Tralee",1,"*N/A","","","","","","Q2-2018"
1147,"SHIP CONSTRUCTION","Kerry","Pinewood Estate, Killarney",6,"*N/A","","","","","Q1-2019",""
1148,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole, Phase 1",2,"*N/A","","","","","","Q1-2018"
1149,"SHIP CONSTRUCTION TURNKEY","Kerry","1-4 Steeple Meadow View, Milltown",4,"*N/A","","","","","","Q4-2017"
1150,"SHIP CONSTRUCTION TURNKEY","Kerry","Meadow Park, Milltown",9,"*N/A","","","","","","Q2-2018"
1151,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole, Phase 2",5,"*N/A","","","","","","Q3-2018"
1152,"SHIP CONSTRUCTION TURNKEY","Kerry","Ardmoniel Heights, Killorglin - Phase 1",3,"*N/A","","","","","","Q4-2018"
1153,"SHIP CONSTRUCTION TURNKEY","Kerry","47 Woodview, Cahirdown, Listowel",1,"*N/A","","","","","","Q2-2018"
1154,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole, Phase 3",3,"*N/A","","","","","","Q4-2018"
1155,"SHIP CONSTRUCTION TURNKEY","Kerry","Ardmoniel Heights, Killorglin - Phase 2",1,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
1156,"CAS CONSTRUCTION","Kildare","Craddockstown, Naas",3,"KARE Promoting Inclusion for People with Intellectual Disabilities","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1157,"CAS CONSTRUCTION","Kildare","Main St., Kilcullen",4,"Camphill Communities of Ireland","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1158,"CAS CONSTRUCTION","Kildare","El Kantara, Newbridge",2,"KARE Promoting Inclusion for People with Intellectual Disabilities","Stage 1 approved Q1-2016, outline design and costs being prepared.","","","","",""
1159,"CAS CONSTRUCTION","Kildare","Mansfield Grove, Athy",4,"KARE Promoting Inclusion for People with Intellectual Disabilities","","","","","Q1-2019",""
1160,"CAS CONSTRUCTION","Kildare","Jigginstown House, Naas",12,"Homeless Care Ltd","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1161,"SHIP CONSTRUCTION RAPID","Kildare","Old Greenfield Road, Maynooth",47,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
1162,"SHIP CONSTRUCTION TURNKEY","Kildare","Bodkin Place, Kilmeague",16,"*N/A","","","","","","Q4-2017"
1163,"SHIP CONSTRUCTION TURNKEY","Kildare","Drogheda Street (Cassidy's Court), Monasterevin",6,"*N/A","","","","","","Q4-2017"
1164,"SHIP CONSTRUCTION TURNKEY","Kildare","Oaktree, Tully Road, Kildare Town",8,"*N/A","","","","","","Q3-2018"
1165,"SHIP CONSTRUCTION TURNKEY","Kildare","Moore Abbey Court, Monasterevin",2,"*N/A","","","","","","Q1-2018"
1166,"SHIP CONSTRUCTION TURNKEY","Kildare","Drogheda Street (Cassidy's Court), Monasterevin",7,"*N/A","","","","","","Q1-2018"
1167,"SHIP CONSTRUCTION TURNKEY","Kildare","Moss Brook, Prosperous",2,"*N/A","","","","","","Q1-2018"
1168,"SHIP CONSTRUCTION TURNKEY","Kildare","Hawthorn Manor, Brockagh, Coill Dubh",2,"*N/A","","","","","","Q4-2018"
1169,"SHIP CONSTRUCTION TURNKEY","Kildare","Whitethorn Park, Allenwood",2,"*N/A","","","","","","Q3-2018"
1170,"SHIP CONSTRUCTION TURNKEY","Kildare","The Pike, Castledermot",6,"*N/A","","","","","","Q4-2018"
1171,"SHIP CONSTRUCTION TURNKEY","Kildare","Grove Lane, Robertstown",3,"*N/A","","","","","Q1-2017",""
1172,"SHIP CONSTRUCTION TURNKEY","Kildare","Brookes Mill, Prosperous",5,"*N/A","","","","","","Q4-2018"
1173,"SHIP CONSTRUCTION TURNKEY","Kildare","The Green, Elsmore Naas",5,"*N/A","","","","","","Q4-2018"
1174,"SHIP CONSTRUCTION TURNKEY","Kildare","Oakwood Park, Derrinturn (Phase 1.1)",10,"*N/A","","","","","","Q1-2019"
1175,"SHIP CONSTRUCTION TURNKEY","Kildare","Oakwood Park, Derrinturn (Phase 2)",19,"*N/A","","","","","Q4-2018",""
1176,"SHIP CONSTRUCTION TURNKEY","Kildare","Beech Park Wood, Leixlip",4,"*N/A","","","","","Q1-2019",""
1177,"SHIP CONSTRUCTION TURNKEY","Kildare","Oakwood Park, Derrinturn (Phase 1.2)",10,"*N/A","","","","","Q1-2018",""
1178,"CAS CONSTRUCTION","Kilkenny","Kingsriver, Ennisnag",2,"Kingsriver Housing Association Limited","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1179,"CAS CONSTRUCTION","Kilkenny","Garrin Green",6,"SOS Kilkenny Housing Association Ltd","","","","","","Q4-2018"
1180,"CAS CONSTRUCTION","Kilkenny","Hazelbrook, Newrath",2,"Waterford Dove Housing Association","","","","","","Q1-2018"
1181,"CAS CONSTRUCTION","Kilkenny","Good Shepherd Centre - Wing 1952",12,"The Good Shepherd Centre (Kilkenny) Ltd","","","","","","Q4-2018"
1182,"CAS CONSTRUCTION","Kilkenny","""Brooke House"", Thomastown",5,"Camphill Communities of Ireland","","","","","","Q3-2017"
1183,"CAS CONSTRUCTION","Kilkenny","Friary Walk, Callan",12,"Cluid Housing Association","","","","","","Q3-2016"
1184,"CAS CONSTRUCTION","Kilkenny","Camphill ~Communities Garden Cottage, The Workhouse, Callan",1,"Camphill Communities of Ireland","","","","","","Q4-2017"
1185,"CAS CONSTRUCTION","Kilkenny","""Red Barn"" Patrick Street, Ballyragget",16,"Good Shepherd Services Ltd","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1186,"CAS CONSTRUCTION","Kilkenny","Smith's Road, Ballyraggett",4,"Oaklee Housing Trust","","","","","","Q4-2018"
1187,"CAS CONSTRUCTION","Kilkenny","Fennelly's Lane Jerpoint",5,"Camphill Communities of Ireland","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
1188,"CAS CONSTRUCTION","Kilkenny","8/9 Kilkenny Street, Castlecomer",4,"Good Shepherd Services Ltd","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1189,"CAS CONSTRUCTION","Kilkenny","19/21 Blackmill Street, Kilkenny",12,"Good Shepherd Services Ltd","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1190,"CAS CONSTRUCTION","Kilkenny","Brother Thomas Place, Church Lane, kilkenny",12,"Good Shepherd Services Ltd","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1191,"CAS CONSTRUCTION","Kilkenny","Bridge Street, Callan, Co. Kilkenny",6,"Good Shepherd Services Ltd","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
1192,"CAS CONSTRUCTION","Kilkenny","Grennan Villa, Thomastown",5,"Camphill Communities of Ireland","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
1193,"CAS CONSTRUCTION TURNKEY","Kilkenny","Golf Links Road, Kilkenny",15,"Respond","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1194,"SHIP CONSTRUCTION","Kilkenny","Group Home Cloghabrody, Thomastown",1,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
1195,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Togher Way, Urlingford",11,"*N/A","","","","","","Q2-2017"
1196,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Newpark, Castlecomer Road, Kilkenny",7,"*N/A","","","","","","Q1-2017"
1197,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Abbeygate, Ferrybank (Phase 1)",8,"*N/A","","","","","","Q1-2018"
1198,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Togher Way, Urlingford",5,"*N/A","","","","","","Q4-2017"
1199,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Abbeygate, Ferrybank (Phase 2)",1,"*N/A","","","","","","Q3-2018"
1200,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Togher Way, Urlingford (Phase 3)",18,"*N/A","","","","","","Q4-2018"
1201,"SHIP CONSTRUCTION TURNKEY","Kilkenny","New Road, Mooncoin",4,"*N/A","","","","","Q3-2018",""
1202,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Chapel Street, Mooncoin",2,"*N/A","","","","","Q3-2018",""
1203,"SHIP CONSTRUCTION TURNKEY","Kilkenny","Ogenty, Gowran",12,"*N/A","","","","","","Q4-2018"
1204,"CAS CONSTRUCTION","Laois","Presentation Convent & Lands, Portlaoise, ",47,"Sophia Housing Association Ltd","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
1205,"SHIP CONSTRUCTION","Laois","Harpurs Lane, Portlaoise",1,"*N/A","","","","","Q1-2019",""
1206,"SHIP CONSTRUCTION","Laois","54a & 54b Hillview, Portlaoise",2,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
1207,"SHIP CONSTRUCTION","Laois","Harbour Court, Mountmellick",6,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
1208,"SHIP CONSTRUCTION","Laois","The Orchard, Stardbally",6,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
1209,"CAS CONSTRUCTION","Leitrim","Ballinamore",2,"Society of Saint Vincent de Paul","","","","","","Q4-2017"
1210,"SHIP CONSTRUCTION TURNKEY","Leitrim","Roosky",7,"*N/A","","","","","Q1-2019",""
1211,"SHIP CONSTRUCTION TURNKEY","Leitrim","Drumshanbo",9,"*N/A","","","","","Q1-2019",""
1212,"CAS CONSTRUCTION","Limerick","Towerfield Crescent, Croom",13,"Croom Voluntary Housing Association Ltd","Stage 1 approved Q1-2017, outline design and costs being prepared.","","","","",""
1213,"CAS CONSTRUCTION","Limerick","Cappamore",10,"Cappamore Housing Association Ltd","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1214,"CAS CONSTRUCTION","Limerick","Speakers Corner, Limerick City",4,"Simon Community : Midwest Simon","","","","","","Q3-2018"
1215,"CAS CONSTRUCTION","Limerick","Cuan Mhuire, Bruree",6,"Cuan Mhuire Teoranta","","","","","","Q3-2018"
1216,"CAS CONSTRUCTION","Limerick","Mirth, Thomondgate",18,"Associated Charities Trust Ltd","","","","","Q2-2018",""
1217,"CAS CONSTRUCTION","Limerick","Cois na Feile, Abbeyfeale ",12,"Cluid Housing Association","","","","","","Q4-2016"
1218,"CAS CONSTRUCTION","Limerick","2/3 Mallow Street",6,"Peter McVerry Trust Ltd","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1219,"CAS CONSTRUCTION","Limerick","Pinewood, Mulcaire Drive, Garraunykee",1,"Daughters Of Charity Of St Vincent De Paul","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
1220,"CAS CONSTRUCTION","Limerick","St. Pauls Convent, Kilfinane",9,"Sophia Housing Association Ltd","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
1221,"CAS CONSTRUCTION TURNKEY","Limerick","Carebright Community, Ardykeohane, Bruff",6,"Carebright Ltd","","","","","","Q1-2019"
1222,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",79,"*N/A","","","","","","Q4-2017"
1223,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",2,"*N/A","","","","","","Q1-2017"
1224,"REGENERATION","Limerick","Gaol Lane",1,"*N/A","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
1225,"REGENERATION","Limerick","Sheep / Athlunkards Street",8,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2014, full design/tender being prepared.","","","",""
1226,"REGENERATION","Limerick","Churchfield (Phase 1.2)",19,"*N/A","","","","","","Q1-2018"
1227,"REGENERATION","Limerick","Churchfield (Phase 2)",38,"Cluid Housing Association","","Stage 2 approved Q4-2014, full design/tender being prepared.","","","",""
1228,"REGENERATION","Limerick","Cosgrave Park",9,"Co-operative Housing Ireland (Formerly NABCo)","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
1229,"REGENERATION","Limerick","Palm Close",27,"Cluid Housing Association","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
1230,"REGENERATION","Limerick","Orchard Site",26,"Oaklee Housing Trust","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
1231,"REGENERATION","Limerick","176 & 177 Cliona Park",2,"*N/A","","","","","","Q2-2016"
1232,"REGENERATION","Limerick","Cliona Park (Phase 2)",10,"*N/A","","","","","","Q2-2017"
1233,"REGENERATION","Limerick","8-10 Gaol Lane",3,"*N/A","","","","","","Q4-2016"
1234,"REGENERATION","Limerick","1 3 Weston Gardens",3,"*N/A","","","","","","Q2-2016"
1235,"REGENERATION","Limerick","2016 Moyross Rebuild",6,"*N/A","","","","","","Q4-2016"
1236,"REGENERATION","Limerick","2016 Southhill Rebuild",8,"*N/A","","","","","","Q4-2016"
1237,"REGENERATION","Limerick","2016 St. Mary's Park Rebuild",9,"*N/A","","","","","","Q4-2016"
1238,"REGENERATION","Limerick","BCW Vacant Refurbs, Lot 1 & 2**",14,"*N/A","","","","","","Q4-2016"
1239,"REGENERATION","Limerick","St. Mary's Park Infills (Phase 1)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1240,"REGENERATION","Limerick","Cliona Park (Phase 3)",18,"T�ath Housing Association Ltd","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
1241,"REGENERATION","Limerick","Carew Park",37,"*N/A","Stage 1 approved Q1-2015, outline design and costs being prepared.","","","","",""
1242,"REGENERATION","Limerick","45A-46A Cliona Park",2,"*N/A","","Stage 2 approved Q1-2016, full design/tender being prepared.","","","",""
1243,"REGENERATION","Limerick","Dalgaish Park",27,"*N/A","Stage 1 approved Q2-2015, outline design and costs being prepared.","","","","",""
1244,"REGENERATION","Limerick","Markievicz Drive",13,"*N/A","Stage 1 approved Q1-2015, outline design and costs being prepared.","","","","",""
1245,"REGENERATION","Limerick","2017 St Mary's Park Rebuild",1,"*N/A","","","","","","Q4-2017"
1246,"REGENERATION","Limerick","2017 Ballinacurra Weston Rebuild",1,"*N/A","","","","","","Q4-2017"
1247,"REGENERATION","Limerick","2017 Southill Rebuilds",13,"*N/A","","","","","","Q4-2017"
1248,"REGENERATION","Limerick","2017 Moyross Rebuild",1,"*N/A","","","","","","Q4-2017"
1249,"REGENERATION","Limerick","Churchfield (Phase 1.1)",23,"*N/A","","","","","","Q2-2018"
1250,"REGENERATION","Limerick","St. Mary's Park Infills (Phase 2)",4,"*N/A","","","","","","Q1-2019"
1251,"SHIP CONSTRUCTION RAPID","Limerick","Faha View, Patrickswell",16,"*N/A","","","","","Q4-2018",""
1252,"SHIP CONSTRUCTION RAPID","Limerick","Old Christians Site, Rathbane",43,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
1253,"SHIP CONSTRUCTION RAPID","Limerick","Barnakyle, Patrickswell ",24,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1254,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park, Ballysimon Road, Limerick",11,"*N/A","","","","","Q1-2019",""
1255,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 1)",14,"*N/A","","","","","","Q4-2017"
1256,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 1)",4,"*N/A","","","","","","Q3-2018"
1257,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
1258,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 1)",7,"*N/A","","","","","","Q4-2018"
1259,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",7,"*N/A","","","","","Q3-2018",""
1260,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",3,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
1261,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
