"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1,"CALF Turnkey","Carlow","7 units, Rivercourt, Carlow (Phase 1)",3,"Co-operative Housing Ireland","","","","","Q1-2019",""
2,"CALF Turnkey","Carlow","7 units, Rivercourt, Carlow (Phase 2)",4,"Co-operative Housing Ireland","","","","","Q1-2019",""
3,"CALF Turnkey","Carlow","Ballickmoyler, Graigcullen, Carlow (Phase 1)",27,"Co-operative Housing Ireland","","","","Q1-2019","",""
4,"CALF Turnkey","Carlow","Ballickmoyler, Graigcullen, Carlow (Phase 2)",30,"Co-operative Housing Ireland","","","","Q1-2019","",""
5,"CALF Turnkey","Carlow","Barrett Street, Bagnalstown, Co. Carlow (Phase 1)",10,"Tintean Housing Association Ltd","","","","","","Q1-2018"
6,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 1)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
7,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 2)",12,"T�ath Housing Association Ltd","","","","","Q1-2018",""
8,"CALF Turnkey","Carlow","Browneshill Rise, Browneshill Road, Chapelstown, Carlow (Phase 3)",32,"T�ath Housing Association Ltd","","","","","Q1-2018",""
9,"CALF Turnkey","Carlow","Browneshill Wood, Browneshill Road, Chapelstown, Carlow (Phase 1)",14,"T�ath Housing Association Ltd","","","","","","Q4-2018"
10,"CALF Turnkey","Carlow","Laragh Beg, Ballon, Co. Carlow (Phase 1)",14,"Co-operative Housing Ireland","","","","Q3-2018","",""
11,"CALF Turnkey","Carlow","Laragh Beg, Ballon, Co. Carlow (Phase 2)",8,"Co-operative Housing Ireland","","","","Q3-2018","",""
12,"CALF Turnkey","Carlow","Rivercourt,  Carlow  (Phase 1)*",8,"Co-operative Housing Ireland","","","","","Q3-2018",""
13,"CALF Turnkey","Carlow","Rivercourt,  Carlow  (Phase 2)",8,"Co-operative Housing Ireland","","","","","Q3-2018",""
14,"CALF Turnkey","Carlow","Rivercourt,  Carlow  (Phase 3)",12,"Co-operative Housing Ireland","","","","","Q3-2018",""
15,"CALF Turnkey","Carlow","Rivercourt,  Carlow  (Phase 4)",9,"Co-operative Housing Ireland","","","","","Q3-2018",""
16,"CALF Turnkey","Carlow","Rivercourt,  Carlow  (Phase 5)",10,"Co-operative Housing Ireland","","","","","Q3-2018",""
17,"CALF Turnkey","Carlow","Sleaty Street, Graigcullen, Carlow  (Phase 1)",26,"Cluid Housing","","","","","","Q1-2019"
18,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 1)",8,"T�ath Housing Association Ltd","","","","Q1-2019","",""
19,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 2)",4,"T�ath Housing Association Ltd","","","","Q1-2019","",""
20,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 3)",5,"T�ath Housing Association Ltd","","","","Q1-2019","",""
21,"CALF Turnkey","Cavan","25 units, Drumalee Manor, Drumalee, Co. Cavan (Phase 4)",8,"T�ath Housing Association Ltd","","","","Q1-2019","",""
22,"CALF Turnkey","Cavan","Cluain Dara, Kingscourt, Co Cavan (Phase 1)",16,"Cluid Housing","","","","","","Q4-2016"
23,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
24,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 2)",5,"T�ath Housing Association Ltd","","","","","","Q3-2018"
25,"CALF Turnkey","Cavan","Drumalee Manor, Drumalee, Cavan (Phase 3)",2,"T�ath Housing Association Ltd","","","","","","Q4-2018"
26,"CALF Turnkey","Cavan","Rampart View, Virginia, Co. Cavan (Phase 1)",8,"Co-operative Housing Ireland","","","","","Q1-2019",""
27,"CALF Turnkey","Cavan","Rampart View, Virginia, Co. Cavan (Phase 2)",11,"Co-operative Housing Ireland","","","","","Q1-2019",""
28,"CALF Turnkey","Clare","Acha Bhile, Loughville, Lahinch Road, Ennis, Co Clare  (Phase 1)",12,"Cluid Housing","","","","","","Q2-2018"
29,"CALF Turnkey","Clare","Acha Bhile, Loughville, Lahinch Road, Ennis, Co Clare  (Phase 2)",18,"Cluid Housing","","","","","","Q4-2018"
30,"CALF Turnkey","Clare","Cluain Ros Leamhan, Roslevan, Tulla Road, Ennis, Co. Clare (Phase 1)",3,"Co-operative Housing Ireland","","","","","","Q4-2018"
31,"CALF Turnkey","Clare","Cluain Ros Leamhan, Roslevan, Tulla Road, Ennis, Co. Clare (Phase 2)",2,"Co-operative Housing Ireland","","","","","Q2-2018",""
32,"CALF Turnkey","Clare","Lios Anama, Sixmilebridge, Clare (Phase 1)",28,"Co-operative Housing Ireland","","","","","","Q4-2017"
33,"CALF Construction","Clare","Revised - Bruachlan, Westbury, Co Clare (Phase 1)",22,"Co-operative Housing Ireland","","","","Q1-2017","",""
34,"CALF Turnkey","Clare","Tullyvarraga, Shannon, Co. Clare (Phase 1)*",47,"Co-operative Housing Ireland","","","","","Q1-2018",""
35,"CALF Turnkey","Cork City","Leeside Apartments, Bachelors Quay, Cork City (Phase 1)",72,"Cluid Housing","","","","","","Q4-2018"
36,"CALF Construction","Cork City","Lower Glanmire Road, Cork City (Phase 1)",8,"Galtan Ltd","","","","","Q1-2019",""
37,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 1)",3,"Galtan Ltd","","","","","","Q1-2018"
38,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 2)",3,"Galtan Ltd","","","","","","Q4-2018"
39,"CALF Turnkey","Cork City","Millerd Street, Cork (Phase 1)",25,"Respond","","","","","Q1-2019",""
40,"CALF Turnkey","Cork City","North Abbey Street, Cork City  (Phase 1)",6,"Respond","","","","","","Q4-2018"
41,"CALF Turnkey","Cork City","Redforge Road, Blackpool, Cork City (Phase 1)*",80,"Respond","","","","Q3-2018","",""
42,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 1)",31,"T�ath Housing Association Ltd","","","","","","Q4-2018"
43,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 2)",21,"T�ath Housing Association Ltd","","","","","Q1-2018",""
44,"CALF Turnkey","Cork City","The Meadows (Phase 2) Gurranabraher, Cork City  (Phase 1)",17,"T�ath Housing Association Ltd","","","","","Q1-2019",""
45,"CALF Turnkey","Cork County","3 units, Mullavale, Castletownroche, Co. Cork (Phase 1)",3,"Respond","","","","","Q1-2019",""
46,"CALF Turnkey","Cork County","Beach Road, Passage West, Co. Cork (Phase 1)",3,"Cluid Housing","","","","","","Q4-2017"
47,"CALF Turnkey","Cork County","College Manor, Cobh (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q4-2016"
48,"CALF Turnkey","Cork County","Coolroe, Ballincollig, Co. Cork (Phase 1)",44,"Respond","","","","Q4-2018","",""
49,"CALF Construction","Cork County","Duntahane, Fermoy, Co. Cork (Phase 1)",46,"Respond","","","","","Q4-2018",""
50,"CALF Construction","Cork County","Firgrove Harrisons lane (Phase 1)",6,"Co-operative Housing Ireland","","","","","","Q4-2017"
51,"CALF Turnkey","Cork County","Market Green, Knockgriffin, Midleton, Co. Cork (Phase 1)*",42,"Respond","","","","","Q4-2018",""
52,"CALF Turnkey","Cork County","Mullavale, Castletownroche, Co. Cork (Phase 1)",6,"Respond","","","","","","Q4-2018"
53,"CALF Construction","Cork County","Post Tender - Radharc An tSaile, Cappagh, Ballynacubby, Kinsale, Co Cork (Phase 1)",40,"Cluid Housing","","","","","Q4-2018",""
54,"CALF Turnkey","Cork County","Ticknock, Cobh, Cork (Phase 1)",8,"Respond","","","","","","Q4-2018"
55,"CALF Turnkey","Cork County","Togher Cross, Lehenaghmore, Co. Cork (Phase 1)",9,"Cluid Housing","","","","","Q3-2018",""
56,"CALF Turnkey","Cork County","Weston, Carrigaline, Co. Cork (Phase 1)",7,"Respond","","","","","","Q2-2018"
57,"CALF Construction","DLR","Abbeyview, Monkstown, Co. Dublin (Phase 1)",11,"Cluid Housing","","","","Q4-2018","",""
58,"CALF Turnkey","DLR","Ardilea Crescent, Clonskeagh, Dublin 14 (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q4-2018"
59,"CALF Turnkey","DLR","Bishops Gate, Kilternan, Dublin 18  (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2018"
60,"CALF Turnkey","DLR","Bishops Gate, Kilternan, Dublin 18  (Phase 2)*",2,"Cluid Housing","","","","","","Q3-2018"
61,"CALF Turnkey","DLR","Block C, Abbey Road, Monkstown, (Phase 1)*",3,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
62,"CALF Turnkey","DLR","Clays Farm, Ballyogan Road (Phase 1)  (Phase 1)*",44,"The Iveagh Trust","","","","","Q3-2017",""
63,"CALF Construction","DLR","Cromlech Fields, Loughlinstown, Ballybrack, Dublin (Phase 1)",34,"Co-operative Housing Ireland","","","","Q1-2019","",""
64,"CALF Construction","DLR","Enniskerry Road, Sandyford, Dublin 18, (Phase 1)",53,"Respond","","","","Q1-2019","",""
65,"CALF Construction","DLR","Enniskerry Road, Sandyford, Dublin 19, (Phase 1)",52,"T�ath Housing Association Ltd","","","","Q1-2019","",""
66,"CALF Turnkey","DLR","Greenbank House, Upper Glenageary Road, Dun Laoghaire, Co. Dublin (Phase 1)",1,"St John of God Housing Association Ltd","","","","","","Q4-2018"
67,"CALF Turnkey","DLR","Hyde Road, Belmont, Stepaside, Co. Dublin (Phase 1)*",8,"Respond","","","","","","Q4-2018"
68,"CALF Turnkey","DLR","Marine Walk, Marine Road, Dun Laoghaire (Phase 1)*",2,"Oaklee Housing","","","","","Q1-2016",""
69,"CALF Turnkey","DLR","Our Ladys Grove, Goatstown, Dublin 14 (Phase 1)*",2,"Respond","","","","","","Q4-2018"
70,"CALF Turnkey","DLR","Stillorgan Gate, Kilmacud Road Upper, Co Dublin  (Phase 1)*",4,"Cluid Housing","","","","","","Q4-2017"
71,"CALF Turnkey","DLR","Stillorgan Gate, Kilmacud Road Upper, Stillorgan, Co. Dublin (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
72,"CALF Turnkey","DLR","The Avenue, Glenside,  Carrickmines Green, Dublin 18 (Phase 1)*",5,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
73,"CALF Turnkey","DLR","Woodbank, Dublin Rd, Shankill, Co Dublin  (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2017"
74,"CALF Turnkey","Donegal","Ardrawer, Kiltoy, Letterkenny, Co. Donegal (Phase 1)",46,"Cluid Housing","","","","Q1-2018","",""
75,"CALF Turnkey","Donegal","Ballaghderg, Letterkenny, Co Donegal  (Phase 1)*",33,"Respond","","","","","Q4-2017",""
76,"CALF Turnkey","Donegal","Forge Road, Donegal (Phase 1)",4,"Cluid Housing","","","","","","Q3-2016"
77,"CALF Construction","Donegal","Post Tender - Ernedale Ballyshannon (Phase 1)",11,"Cluid Housing","","","","","","Q4-2018"
78,"CALF Construction","Donegal","Raphoe Road, Castlefinn, Co. Donegal (Phase 1)",10,"Habinteg Housing Association (Ireland) Ltd","","","","Q2-2018","",""
79,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 1)",14,"T�ath Housing Association Ltd","","","","","","Q4-2016"
80,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 2)",21,"T�ath Housing Association Ltd","","","","","","Q1-2017"
81,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 3)",10,"T�ath Housing Association Ltd","","","","","","Q2-2017"
82,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 4)",3,"T�ath Housing Association Ltd","","","","","","Q3-2017"
83,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 5)",1,"T�ath Housing Association Ltd","","","","","","Q4-2018"
84,"CALF Construction","Dublin City","Annamore Court, Ballyfermot (Phase 1)",70,"The Iveagh Trust","","","","","","Q2-2017"
85,"CALF Turnkey","Dublin City","Balfe Road, Crumlin, Dublin 12 (Phase 1)*",16,"Respond","","","","","","Q4-2018"
86,"CALF Construction","Dublin City","Ballygall Road East Phase 2 (Phase 1)",11,"Fold Housing Association Ireland Ltd","","","","","","Q1-2016"
87,"CALF Construction","Dublin City","Bethany House, Gilford Road, Sandymount, Dublin 4 (Phase 1)",23,"Cluid Housing","","","","Q2-2018","",""
88,"CALF Construction","Dublin City","Bethany House, Gilford Road, Sandymount, Dublin 4 (Phase 2)",39,"Cluid Housing","","","","Q2-2018","",""
89,"CALF Turnkey","Dublin City","Block A Northbank, Castleforbes, Dublin 1  (Phase 1)*",26,"T�ath Housing Association Ltd","","","","","","Q2-2018"
90,"CALF Turnkey","Dublin City","Bluebell Avenue, Dublin 12 (Phase 1)",7,"T�ath Housing Association Ltd","","","","","","Q4-2018"
91,"CALF Construction","Dublin City","Broome Lodge,\r\nDunmanus Court, Cabra (Phase 1)",33,"Cluid Housing","","","","","","Q4-2017"
92,"CALF Turnkey","Dublin City","Canal Meadows, Bluebell, Dublin 12 (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q1-2019"
93,"CALF Turnkey","Dublin City","Chanel College, Coolock Village, Malahide Road, Dublin 5  (Phase 1)*",16,"Respond","","","","","","Q4-2017"
94,"CALF Turnkey","Dublin City","Clongriffin, Dublin 13 (Phase 1)*",84,"The Iveagh Trust","","","","","Q1-2018",""
95,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 1)",3,"Cluid Housing","","","","","","Q2-2017"
96,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 2)",2,"Cluid Housing","","","","","","Q3-2017"
97,"CALF Construction","Dublin City","Harolds Cross, Dublin 6 (Phase 1)",28,"Focus Ireland","","","","","","Q4-2016"
98,"CALF Turnkey","Dublin City","Merville Court, Merville Avenue, Fairview (Phase 1)",5,"Co-operative Housing Ireland","","","","","","Q1-2017"
99,"CALF Turnkey","Dublin City","Millrose House, Bluebell Avenue, Dublin 12 (Phase 1)",8,"Cluid Housing","","","","","","Q4-2017"
100,"CALF Construction","Dublin City","North King Street, Dublin 7  (Phase 1)",30,"Co-operative Housing Ireland","","","","Q1-2019","",""
101,"CALF Turnkey","Dublin City","Old School House Lane, Magenta Crescent, Santry, Dublin 9 (Phase 1)",8,"T�ath Housing Association Ltd","","","","","Q4-2018",""
102,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 1)",36,"Co-operative Housing Ireland","","","","","","Q3-2018"
103,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 2)",36,"Co-operative Housing Ireland","","","","","","Q4-2018"
104,"CALF Construction","Dublin City","Post Tender - Wad River Close Phase 2, Ballymun, Dublin 9  (Phase 1)",9,"Cluid Housing","","","","","Q4-2018",""
105,"CALF Construction","Dublin City","POST TENDER Dolphin Park, Rialto, Dublin 8 (Phase 1)",43,"Fold Housing Association Ireland Ltd","","","","","Q2-2018",""
106,"CALF Construction","Dublin City","Post Tender Johns Lane West Dublin 8 (Phase 1)",31,"Focus Ireland","","","","","","Q4-2018"
107,"CALF Construction","Dublin City","POST TENDER, Poplar Row, Ballybough, Dublin 3 (Phase 1)",29,"Oaklee Housing","","","","","Q3-2018",""
108,"CALF Construction","Dublin City","Revised - Dominic Place, Dublin (Phase 1)",9,"The Paddy McGrath Housing Project","","","","Q3-2018","",""
109,"CALF Construction","Dublin City","Revised - St Mary�s Mansions, Dublin 1 (Phase 1)",80,"Cluid Housing","","","","","Q4-2017",""
110,"CALF Construction","Dublin City","Revised Post Tender - Raleigh Square, Crumlin (Phase 1)",33,"T�ath Housing Association Ltd","","","","","Q2-2017",""
111,"CALF Construction","Dublin City","Richmond Road, Dublin 9 (Phase 1)",40,"Co-operative Housing Ireland","","","","","","Q4-2018"
112,"CALF Turnkey","Dublin City","St Agnes Convent, Armagh Road, Crumlin, Dublin 12 (Phase 1)",97,"Fold Housing Association Ireland Ltd","","","","","Q1-2018",""
113,"CALF Turnkey","Dublin City","Stormanstown Hall, Ballymun Road, (revised) (Phase 1)",42,"Oaklee Housing","","","","","","Q3-2018"
114,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q2-2016"
115,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 2)",28,"T�ath Housing Association Ltd","","","","","","Q4-2016"
116,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 3)",14,"T�ath Housing Association Ltd","","","","","","Q1-2017"
117,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 4)",8,"T�ath Housing Association Ltd","","","","","","Q1-2017"
118,"CALF Turnkey","Dublin City","Tonlegee Road, Dublin 5  (Phase 1)",47,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
119,"CALF Turnkey","Fingal","4 units, Taylor Hill, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
120,"CALF Turnkey","Fingal","Allendale Square, Clonsilla, Dublin 15 (Phase 1)*",28,"Respond","","","","","Q1-2019",""
121,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q4-2018"
122,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 2)*",12,"T�ath Housing Association Ltd","","","","","","Q4-2018"
123,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q2-2016"
124,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 2)",7,"T�ath Housing Association Ltd","","","","","","Q3-2016"
125,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 3)",7,"T�ath Housing Association Ltd","","","","","","Q4-2016"
126,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 4)",21,"T�ath Housing Association Ltd","","","","","","Q1-2017"
127,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 5)",8,"T�ath Housing Association Ltd","","","","","","Q2-2017"
128,"CALF Construction","Fingal","Ladyswell Road & Church Road, Mulhuddart, Dublin 15  (Phase 1)",65,"Cluid Housing","","","","","Q4-2018",""
129,"CALF Turnkey","Fingal","Lanesborough Close, Finglas, Dublin 11 (Phase 1)*",21,"Cluid Housing","","","","","","Q4-2018"
130,"CALF Turnkey","Fingal","Martello Place, Balbriggan, Co Dublin  (Phase 1)",18,"Respond","","","","","","Q3-2018"
131,"CALF Turnkey","Fingal","Millers Glen, Oldtown, Swords, Co. Dublin (Phase 1)*",10,"The Iveagh Trust","","","","","Q3-2018",""
132,"CALF Turnkey","Fingal","Millers Glen, Oldtown, Swords, Co. Dublin (Phase 2)*",18,"The Iveagh Trust","","","","","Q3-2018",""
133,"CALF Turnkey","Fingal","Millers Glen, Phase 3, Oldtown, Swords (Phase 1)*",14,"The Iveagh Trust","","","","","Q3-2018",""
134,"CALF Turnkey","Fingal","Northwood Green, Santry, Dublin 9 (Phase 1)*",6,"Respond","","","","","","Q4-2018"
135,"CALF Turnkey","Fingal","Northwood, Ballymun Cross, Santry, Dublin 9 (Phase 1)*",55,"Respond","","","","","Q3-2018",""
136,"CALF Construction","Fingal","Old Coolock Lane, Santry, Dublin 9 (Phase 1)",28,"Circle Voluntary Housing Association Ltd","","","","Q1-2019","",""
137,"CALF Turnkey","Fingal","Old Corduff Road, Blanchardstown, Dublin 15 (Phase 1)*",28,"Respond","","","","","Q4-2018",""
138,"CALF Turnkey","Fingal","Pappan Grove, Northwood, Santry, Dublin 9 (Phase 1)*",35,"T�ath Housing Association Ltd","","","","","Q2-2018",""
139,"CALF Turnkey","Fingal","Park House, Dublin Street, Baldoyle, Dublin 13 (Phase 1)*",1,"Focus Ireland","","","","","Q2-2017",""
140,"CALF Turnkey","Fingal","St Marnock�s Bay, Portmarnock, Co Dublin   (Phase 1)*",10,"Cluid Housing","","","","","","Q4-2017"
141,"CALF Turnkey","Fingal","St Werburghs Court Drynam Rd Swords Co Dublin (Phase 1)*",18,"T�ath Housing Association Ltd","","","","","","Q4-2017"
142,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","Q4-2017",""
143,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 2)*",8,"Circle Voluntary Housing Association Ltd","","","","","Q4-2017",""
144,"CALF Turnkey","Fingal","Taylor Hill Crescent, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
145,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 1)*",31,"Cluid Housing","","","","","","Q4-2018"
146,"CALF Turnkey","Fingal","The Hermitage, Balgriffin, Co Dublin  (Phase 1)*",54,"Cluid Housing","","","","","","Q4-2017"
147,"CALF Turnkey","Fingal","Weavers Wood, Clonsilla Road, Clonsilla, Dublin 15  (Phase 1)*",33,"Co-operative Housing Ireland","","","","","","Q3-2018"
148,"CALF Turnkey","Galway City","Belmont, Renmore, Galway City (Phase 1)*",16,"Co-operative Housing Ireland","","","","","Q1-2018",""
149,"CALF Turnkey","Galway City","Boireann Beag, Ros Cam, Galway (Phase 1)",16,"Cluid Housing","","","","","","Q4-2016"
150,"CALF Turnkey","Galway City","Caireal Mor (Phase 2), Headford Road, Castlegar, Galway (Phase 1)*",15,"Respond","","","","Q1-2019","",""
151,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 1)",15,"Respond","","","","","Q2-2018",""
152,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 2)",66,"Respond","","","","","Q2-2018",""
153,"CALF Turnkey","Galway City","Cnoc na Ri, Clybaun Road, Galway  (Phase 1)*",2,"Cluid Housing","","","","","","Q3-2017"
154,"CALF Turnkey","Galway City","Maigh Rua, Doughiska, Galway  (Phase 1)",23,"Co-operative Housing Ireland","","","","","","Q4-2017"
155,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q1-2017"
156,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 2)*",4,"T�ath Housing Association Ltd","","","","","","Q4-2017"
157,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Knocknacarra, Galway CIty (Phase 1)*",3,"T�ath Housing Association Ltd","","","","","","Q3-2018"
158,"CALF Turnkey","Galway City","Reilean, Roscam, Block 5 Galway (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q2-2017"
159,"CALF Turnkey","Galway City","Reilean, Roscam,Block 4 Galway (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","","Q2-2017"
160,"CALF Turnkey","Galway City","Revised Murrough, Renmore, Galway  (Phase 1)*",20,"Cluid Housing","","","","","","Q1-2019"
161,"CALF Turnkey","Galway County","Cnoc na Si, Portumna, Co Galway (Phase 1)",10,"Co-operative Housing Ireland","","","","","","Q2-2018"
162,"CALF Turnkey","Galway County","Sliabh Carran, Gort, Co Galway  (Phase 1)",9,"T�ath Housing Association Ltd","","","","Q1-2019","",""
163,"CALF Construction","Galway County","Spiddal Cottages, Co Galway (Phase 1)",23,"Cluid Housing","","","","","","Q3-2017"
164,"CALF Turnkey","Kerry","Cathair Lakes Farrantoreen Road, Killorglin, Co Kerry (Phase 1)",5,"Cluid Housing","","","","","","Q2-2016"
165,"CALF Turnkey","Kerry","Deerpark Avenue, Tralee, Co. Kerry (Phase 1)",4,"Co-operative Housing Ireland","","","","Q1-2019","",""
166,"CALF Turnkey","Kerry","Derreen, Killarney, Co Kerry  (Phase 1)",61,"Cluid Housing","","","","","Q4-2018",""
167,"CALF Turnkey","Kerry","Doon Road, Lisloose, Tralee, Co. Kerry (Phase 1)*",14,"Co-operative Housing Ireland","","","","","Q4-2018",""
168,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 1)",14,"Respond","","","","","","Q4-2018"
169,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 2)",2,"Respond","","","","","Q3-2018",""
170,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 3)",6,"Respond","","","","","Q3-2018",""
171,"CALF Turnkey","Kerry","Fortfield, Tralee, Co. Kerry (Phase 1)*",15,"Cluid Housing","","","","","Q4-2018",""
172,"CALF Turnkey","Kerry","Killeen, Abbeydorney Road, Tralee, Co. Kerry (Phase 1)*",17,"Cluid Housing","","","","","Q1-2019",""
173,"CALF Turnkey","Kerry","The Grove, Dingle, Co. Kerry (Phase 1)*",20,"Cluid Housing","","","","","Q1-2019",""
174,"CALF Turnkey","Kildare","Bellingsfield, Naas, Kildare (Phase 1)*",10,"Respond","","","","","","Q4-2018"
175,"CALF Turnkey","Kildare","Carton Grove, Maynooth, Co. Kildare (Phase 1)*",5,"Clanmil Housing Association Ireland","","","","","","Q4-2018"
176,"CALF Turnkey","Kildare","Castle Farm, Naas, Co. Kildare (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","Q1-2018",""
177,"CALF Construction","Kildare","Castlefen, Castlesize, Sallins, Co. Kildare (Phase 1)",29,"T�ath Housing Association Ltd","","","","Q3-2018","",""
178,"CALF Turnkey","Kildare","Cathedral Apartments, Firecastle Lane, Kildare Town, Co. Kildare (Phase 1)*",6,"Cill Dara Housing Association","","","","","Q1-2018",""
179,"CALF Turnkey","Kildare","Cathedral Apartments, Firecastle Lane, Kildare Town, Co. Kildare (Phase 2)*",11,"Cill Dara Housing Association","","","","","Q1-2018",""
180,"CALF Turnkey","Kildare","Elsmore, Jigginstown, Nass, Co. Kildare (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q4-2018"
181,"CALF Turnkey","Kildare","Elsmore, Jigginstown, Nass, Co. Kildare (Phase 2)*",3,"T�ath Housing Association Ltd","","","","","Q4-2017",""
182,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q1-2019"
183,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q1-2019"
184,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 3)",6,"T�ath Housing Association Ltd","","","","","","Q1-2019"
185,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 4)",10,"T�ath Housing Association Ltd","","","","","Q2-2018",""
186,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 5)",5,"T�ath Housing Association Ltd","","","","","Q2-2018",""
187,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 6)*",18,"T�ath Housing Association Ltd","","","","","Q2-2018",""
188,"CALF Turnkey","Kildare","Millfield Manor, Newbridge, Co. Kildare (Phase 1)*",19,"Cluid Housing","","","","","","Q3-2018"
189,"CALF Turnkey","Kildare","Morristown, Newbridge, Co Kildare (Phase 1)",14,"Cluid Housing","","","","","","Q1-2018"
