"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
197,"CAS CONSTRUCTION","Cork County","Caim Hill, Townlands, Rosscarbery",9,"Rosscarbery Housing Association Ltd","","","","","","Q1-2019"
198,"CAS CONSTRUCTION","Cork County","Avenue House, Bandon",9,"Bandon Geriatric ? Community Council","","","","","","Q1-2018"
199,"CAS CONSTRUCTION","Cork County","Church View, Love Lane, Charleville",4,"Charleville Care Project Ltd","","","","","Q1-2019",""
200,"CAS CONSTRUCTION","Cork County","Fellowship House, Togher",31,"Tabor Lodge Addiction ? Housing Services Ltd","","","","","","Q2-2018"
201,"CAS CONSTRUCTION","Cork County","Care Home Facility, Masseytown, Macroom",1,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
202,"CAS CONSTRUCTION","Cork County","Baile Bhuire, Macroom",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
203,"CAS CONSTRUCTION","Cork County","Charleville, Church View, Love Lane, Charleville",8,"Charleville Care Project Ltd","","","","","Q3-2019",""
204,"CAS CONSTRUCTION","Cork County","St. Michaels, 36 Main Street, Bandon, Co. Cork",6,"Bandon Geriatric ? Community Council","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
205,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","The Miles, Clonakilty",52,"*N/A","","","","Q2-2019","",""
206,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","Poundhill, Skibbereen",50,"*N/A","","","","Q2-2019","",""
207,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","Oakwood, Macroom",50,"*N/A","","","","Q2-2019","",""
208,"SHIP CONSTRUCTION","Cork County","Model Village, Dripsey",6,"*N/A","","","","","Q2-2019",""
209,"SHIP CONSTRUCTION","Cork County","Castletreasure Grove, Douglas",2,"*N/A","","","","","Q2-2019",""
210,"SHIP CONSTRUCTION","Cork County","Seaview Cottages, Derrymihan, Castletownbere",3,"*N/A","","","","","Q3-2019",""
211,"SHIP CONSTRUCTION","Cork County","Curraleigh, Inniscarra",1,"*N/A","","","","","","Q3-2019"
212,"SHIP CONSTRUCTION","Cork County","Knocknagown, Rylane",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
213,"SHIP CONSTRUCTION","Cork County","Abbeywood, Midleton",70,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
214,"SHIP CONSTRUCTION","Cork County","Downeen Cross, Rosscarbery",7,"*N/A","","","","","Q3-2019",""
215,"SHIP CONSTRUCTION","Cork County","Ard Na Greine, Cortmacsherry",15,"*N/A","","","","","Q3-2019",""
216,"SHIP CONSTRUCTION","Cork County","Station Road, Blarney",18,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
217,"SHIP CONSTRUCTION","Cork County","Bluepool, Kanturk",12,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
218,"SHIP CONSTRUCTION","Cork County","Tower View/C�irt na Sil�n�, Cloyne, East Cork Phase 1",7,"*N/A","","","","","","Q3-2019"
219,"SHIP CONSTRUCTION","Cork County","Beechgrove, Clonakilty",57,"*N/A","","","","","Q3-2019",""
220,"SHIP CONSTRUCTION","Cork County","Newtown House , Bantry",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
221,"SHIP CONSTRUCTION","Cork County","Fairfield, Masseytown, Macroom",7,"*N/A","","","","","","Q4-2018"
222,"SHIP CONSTRUCTION","Cork County","12 & 14 Droum, Castletownbere",2,"*N/A","","","","","","Q4-2018"
223,"SHIP CONSTRUCTION","Cork County","Kilnagleary, Carrigaline (Phase 4)",15,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
224,"SHIP CONSTRUCTION","Cork County","Oliver Plunkett Hill, Fermoy",10,"*N/A","","","","","","Q2-2017"
225,"SHIP CONSTRUCTION","Cork County","Townsend Street, Skibbereen",6,"*N/A","","","","","Q3-2019",""
226,"SHIP CONSTRUCTION","Cork County","Forest View, Mallow",10,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
227,"SHIP CONSTRUCTION","Cork County","11/10 Harbour Hill, Cobh",1,"*N/A","","","","","","Q2-2018"
228,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline",10,"*N/A","","","","","","Q4-2018"
229,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1A & 1B (ii))",16,"*N/A","","","","","","Q1-2019"
230,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1C)",18,"*N/A","","","","","","Q1-2019"
231,"SHIP CONSTRUCTION","Cork County","Kearney's field Dunmanway",18,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
232,"SHIP CONSTRUCTION","Cork County","Madonna House, Ballincollig (Phase 2)",6,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
233,"SHIP CONSTRUCTION","Cork County","Richmond Court, Bandon",4,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
234,"SHIP CONSTRUCTION","Cork County","Brigown Road, Mitchelstown",8,"*N/A","","","","","Q2-2019",""
235,"SHIP CONSTRUCTION","Cork County","Sleaveen Sleaveen East, Macroom",8,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
236,"SHIP CONSTRUCTION","Cork County","Kilnagleary, Carrigaline Phase 1B",5,"*N/A","","","","","","Q4-2018"
237,"SHIP CONSTRUCTION","Cork County","Tudor Grove, Ballincollig",16,"*N/A","","","","","Q2-2019",""
238,"SHIP CONSTRUCTION","Cork County","Pound Lane, Kilworth ",6,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
239,"SHIP CONSTRUCTION","Cork County","24 Glenview Terrace Lyre Co Cork",1,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
240,"SHIP CONSTRUCTION","Cork County","Broomfield West, Avoncore, Midelton",10,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
241,"SHIP CONSTRUCTION","Cork County","Uplands (Phase 2), College Road,  Fermoy",11,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
242,"SHIP CONSTRUCTION","Cork County","Lissoran, Ballinspittle",4,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
243,"SHIP CONSTRUCTION","Cork County","Tower View/C�irt na Sil�n�, Cloyne, East Cork - Phase 2",2,"*N/A","","","","Stage 4 approved Q2-2018, the scheme is fully approved.","",""
244,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill",18,"*N/A","","","","","","Q2-2018"
245,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis Alainn & Castleoaks, Bandon",11,"*N/A","","","","","","Q4-2017"
246,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Tuairigh, Youghal",3,"*N/A","","","","","","Q4-2018"
247,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk",21,"*N/A","","","","","Q3-2018",""
248,"SHIP CONSTRUCTION TURNKEY","Cork County","Clondulane, Fermoy",2,"*N/A","","","","","","Q4-2017"
249,"SHIP CONSTRUCTION TURNKEY","Cork County","College Wood, Cobh",31,"*N/A","","","","","","Q4-2017"
250,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas (Phase 3)",12,"*N/A","","","","","","Q4-2017"
251,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy",17,"*N/A","","","","","Q4-2017",""
252,"SHIP CONSTRUCTION TURNKEY","Cork County","CulAird Carraigtwohill",29,"*N/A","","","","","","Q4-2017"
253,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas",12,"*N/A","","","","","","Q1-2017"
254,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas (Phase 2)",16,"*N/A","","","","","","Q1-2017"
255,"SHIP CONSTRUCTION TURNKEY","Cork County","Claragh Road, Millstreet",5,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
256,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary�s Road, Dunmanway",14,"*N/A","","","","","Q3-2018",""
257,"SHIP CONSTRUCTION TURNKEY","Cork County","Glanworth, Fermoy",10,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
258,"SHIP CONSTRUCTION TURNKEY","Cork County","Quartertown, Mallow",5,"*N/A","","","","","Q2-2019",""
259,"SHIP CONSTRUCTION TURNKEY","Cork County","HazelBrook, Ballyvinter, Mallow",8,"*N/A","","","","","Q1-2019",""
260,"SHIP CONSTRUCTION TURNKEY","Cork County","Beacon Point, Baltimore",6,"*N/A","","","","","","Q2-2019"
261,"SHIP CONSTRUCTION TURNKEY","Cork County","Corrin View, Fermoy",6,"*N/A","","","","","","Q2-2019"
262,"SHIP CONSTRUCTION TURNKEY","Cork County","No. 43 & No. 50 Chapel Court, Skibbereen ",2,"*N/A","","","","","","Q3-2018"
263,"SHIP CONSTRUCTION TURNKEY","Cork County","Cul Na Smear, Bandon",14,"*N/A","","","","","","Q4-2018"
264,"SHIP CONSTRUCTION TURNKEY","Cork County","Glen Dara, Ard Cashel, Watergrasshill",6,"*N/A","","","","","","Q4-2018"
265,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas",9,"*N/A","","","","","","Q2-2019"
266,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal",15,"*N/A","","","","","Q1-2019",""
267,"SHIP CONSTRUCTION TURNKEY","Cork County","Lismire",4,"*N/A","","","","","","Q4-2018"
268,"SHIP CONSTRUCTION TURNKEY","Cork County","Rylane, Mount Rivers, Co. Cork.",3,"*N/A","","","","Stage 4 approved Q2-2018, the scheme is fully approved.","",""
269,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 3",11,"*N/A","","","","","Q1-2019",""
270,"SHIP CONSTRUCTION TURNKEY","Cork County","Seafield, Bantry, ",3,"*N/A","","","","","Q3-2018",""
271,"SHIP CONSTRUCTION TURNKEY","Cork County","Eyeries, Castletownbere",6,"*N/A","","","","","Q2-2019",""
272,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal",13,"*N/A","","","","","","Q4-2018"
273,"SHIP CONSTRUCTION TURNKEY","Cork County","Oliver Plunkett Place, Doneraile",6,"*N/A","","","","","Q3-2018",""
274,"SHIP CONSTRUCTION TURNKEY","Cork County","No.9 and No.10  Chapel Court, Skibbereen,",2,"*N/A","","","","","","Q4-2018"
275,"SHIP CONSTRUCTION TURNKEY","Cork County","Tir Cluain, Midleton",8,"*N/A","","","","","","Q4-2018"
276,"SHIP CONSTRUCTION TURNKEY","Cork County","College Mews, Cobh",6,"*N/A","","","","","","Q4-2018"
277,"SHIP CONSTRUCTION TURNKEY","Cork County","Milleenacola, Bantry",51,"*N/A","","","","","Q2-2019",""
278,"SHIP CONSTRUCTION TURNKEY","Cork County","Rathcormac",4,"*N/A","","","","","","Q4-2018"
279,"SHIP CONSTRUCTION TURNKEY","Cork County","Fairgreen, Mallow",12,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
280,"SHIP CONSTRUCTION TURNKEY","Cork County","Tir Cluain, Midleton (Phase 2)",14,"*N/A","","","","","","Q3-2019"
281,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill (2)",7,"*N/A","","","","","","Q3-2018"
282,"SHIP CONSTRUCTION TURNKEY","Cork County","Percival St, Kanturk",2,"*N/A","","","","","","Q4-2018"
283,"SHIP CONSTRUCTION TURNKEY","Cork County","9 & 9a Main Street, Boherbue",2,"*N/A","","","","","","Q4-2018"
284,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal - Phase 2",6,"*N/A","","","","","","Q2-2019"
285,"SHIP CONSTRUCTION TURNKEY","Cork County","Rathcormac Phase 2",4,"*N/A","","","","","","Q2-2019"
286,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis F�il, Curraclough, Bandon",15,"*N/A","","","","","Q4-2018",""
287,"SHIP CONSTRUCTION TURNKEY","Cork County","Maple Woods, Midleton",6,"*N/A","","","","","","Q4-2018"
288,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy - Phase 2",35,"*N/A","","","","","Q4-2017",""
289,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary's Road, Dunmanway Phase 2",6,"*N/A","","","","","Q4-2018",""
290,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal, Phase 2",20,"*N/A","","","","","Q1-2019",""
291,"SHIP CONSTRUCTION TURNKEY","Cork County","Copper Point, Schull, Co. Cork",7,"*N/A","","","","","Q2-2019",""
292,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,&nbsp; Bloomfield, Midleton",10,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
293,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Broomfield, Midleton - Phase 2",8,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
294,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Bloomfield, Midleton - Phase 3",22,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
295,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",2,"*N/A","","","","","","Q3-2019"
296,"SHIP CONSTRUCTION TURNKEY","Cork County","HazelBrook, Ballyvinter, Mallow  Phase 3",52,"*N/A","","","","","Q1-2019",""
297,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Orga, Ballinhassig",4,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
298,"SHIP CONSTRUCTION TURNKEY","Cork County","Lios Ard BallyHooly",20,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
299,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Cobh",6,"*N/A","","","","","","Q3-2019"
300,"SHIP CONSTRUCTION TURNKEY","Cork County","Baltimore, West Cork",12,"*N/A","","","","","Q3-2019",""
301,"SHIP CONSTRUCTION TURNKEY","Cork County","No. 11 & 12 Chapel Court, Skibbereen, Co. Cork ",2,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
302,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Freemount",4,"*N/A","","","","","Q3-2019",""
303,"SHIP CONSTRUCTION TURNKEY","Cork County","Glengarriff",5,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
304,"SHIP CONSTRUCTION TURNKEY","Cork County","The Cove, Glandore, Co. Cork",4,"*N/A","","","","","Q3-2019",""
305,"SHIP CONSTRUCTION TURNKEY","Cork County","Copper Point, Schull, Co. Cork",7,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
306,"SHIP CONSTRUCTION TURNKEY","Cork County","An Tui, Lisgoold, Leamlara",3,"*N/A","","","","","Q1-2019",""
307,"SHIP CONSTRUCTION TURNKEY","Cork County","Millstreet Road, Macroom",12,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
308,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 2",14,"*N/A","","","","Stage 4 approved Q2-2018, the scheme is fully approved.","",""
309,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",19,"*N/A","","","","","Q2-2019",""
310,"SHIP CONSTRUCTION TURNKEY","Cork County","Glenbeg The Beeches, Boherbue",12,"*N/A","","","","","Q1-2019",""
311,"SHIP CONSTRUCTION TURNKEY","Cork County","No. 4, 52 & 53 Chapel Court, Skibbereen, Co. Cork",3,"*N/A","","","","","Q1-2019",""
312,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk",11,"*N/A","","","","","Q3-2018",""
313,"SHIP CONSTRUCTION TURNKEY","Cork County","An Tui, Lisgoold, Leamlara, Co. Cork",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
314,"SHIP CONSTRUCTION TURNKEY","Cork County","HazelBrook, Ballyvinter, Mallow Phase 2",8,"*N/A","","","","","","Q3-2019"
315,"CALF Construction","DLR","Abbeyview, Monkstown, Co. Dublin (Phase 1)",11,"Cluid Housing","","","","","Q3-2019",""
316,"CALF Construction","DLR","Cromlech Fields, Loughlinstown, Ballybrack, Dublin (Phase 1)",34,"Co-operative Housing Ireland","","","","Q1-2019","",""
317,"CALF Construction","DLR","Enniskerry Road, Sandyford, Dublin 18 (Phase 1)",53,"Respond","","","","","Q3-2019",""
318,"CALF Construction","DLR","Enniskerry Road, Sandyford, Dublin 19, (Phase 1)",52,"T�ath Housing Association Ltd","","","","","Q3-2019",""
319,"CALF Turnkey","DLR","Ardilea Crescent, Clonskeagh, Dublin 14 (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q4-2018"
320,"CALF Turnkey","DLR","Bishops Gate, Kilternan, Dublin 18  (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2018"
321,"CALF Turnkey","DLR","Bishops Gate, Kilternan, Dublin 18  (Phase 2)*",2,"Cluid Housing","","","","","","Q3-2018"
322,"CALF Turnkey","DLR","Block C, Abbey Road, Monkstown, (Phase 1)*",3,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
323,"CALF Turnkey","DLR","Clays Farm, Ballyogan Road (Phase 1)  (Phase 1)*",44,"The Iveagh Trust","","","","","","Q2-2019"
324,"CALF Turnkey","DLR","Eustace Court, Upper Glenageary Road, Dun Laoghaire, Rathdown, Co. Dublin (Phase 1)",4,"St John of God Housing Association Ltd","","","","","Q4-2016",""
325,"CALF Turnkey","DLR","Greenbank House, Upper Glenageary Road, Dun Laoghaire, Co. Dublin (Phase 1)",1,"St John of God Housing Association Ltd","","","","","","Q4-2018"
326,"CALF Turnkey","DLR","Hyde Road, Belmont, Stepaside, Co. Dublin (Phase 1)*",8,"Respond","","","","","","Q4-2018"
327,"CALF Turnkey","DLR","Marine Walk, Marine Road, Dun Laoghaire (Phase 1)*",2,"Oaklee Housing","","","","","Q1-2016",""
328,"CALF Turnkey","DLR","Our Ladys Grove, Goatstown, Dublin 14 (Phase 1)*",2,"Respond","","","","","","Q4-2018"
329,"CALF Turnkey","DLR","Rockville Hall, Glenamuck Road, Dunlaoghaire, Dublin 18 (Phase 1)*",12,"Co-operative Housing Ireland","","","","","Q1-2019",""
330,"CALF Turnkey","DLR","Stillorgan Gate, Kilmacud Road Upper, Co Dublin  (Phase 1)*",4,"Cluid Housing","","","","","","Q4-2017"
331,"CALF Turnkey","DLR","Stillorgan Gate, Kilmacud Road Upper, Stillorgan, Co. Dublin (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
332,"CALF Turnkey","DLR","The Avenue, Glenside,  Carrickmines Green, Dublin 18 (Phase 1)*",5,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
333,"CALF Turnkey","DLR","Woodbank, Dublin Rd, Shankill, Co Dublin  (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2017"
334,"CAS CONSTRUCTION","DLR","30 Obelisk Walk, Blackrock",4,"St. John of God Housing Association Ltd","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
335,"SHIP CONSTRUCTION","DLR","Park House, 66 George's Street, Dun Laoghaire",4,"*N/A","","Stage 2 approved Q4-2016, full design/tender being prepared.","","","",""
336,"SHIP CONSTRUCTION","DLR","132 Pottery Road, Dun Laoghaire",4,"*N/A","","","","","","Q3-2018"
337,"SHIP CONSTRUCTION","DLR","Temple Road",3,"*N/A","","","","","","Q2-2018"
338,"SHIP CONSTRUCTION","DLR","Assistant Harbour Master House",2,"*N/A","","","","","","Q3-2017"
339,"SHIP CONSTRUCTION","DLR","The Brambles Park Close Sallynoggin",10,"*N/A","","","","","","Q2-2018"
340,"SHIP CONSTRUCTION","DLR","49 The Mews Sallynoggin Park",4,"*N/A","","","","","","Q4-2017"
341,"SHIP CONSTRUCTION","DLR","Shanganagh Park Lodge",1,"*N/A","","","","","","Q2-2016"
342,"SHIP CONSTRUCTION","DLR","Rosemount Court",44,"*N/A","","","","","","Q4-2018"
343,"SHIP CONSTRUCTION","DLR","Broadford Rise",21,"*N/A","","","","","Q3-2017",""
344,"SHIP CONSTRUCTION","DLR","Fitzgerald Park",33,"*N/A","","","","","","Q4-2018"
345,"SHIP CONSTRUCTION","DLR","Rochestown House (Phase 3)",14,"*N/A","","","","","","Q3-2018"
346,"SHIP CONSTRUCTION","DLR","St Michael's Terrace",4,"*N/A","","","","","","Q3-2017"
347,"SHIP CONSTRUCTION","DLR","Clontibret House",4,"*N/A","","","","","","Q4-2016"
348,"SHIP CONSTRUCTION","DLR","Cromlech Close",15,"*N/A","","","","","","Q3-2016"
349,"SHIP CONSTRUCTION","DLR","Rochestown House (Phase 2)",34,"*N/A","","","","","","Q3-2016"
350,"SHIP CONSTRUCTION","DLR","Ballyogan Avenue, Ballyogan",2,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
351,"SHIP CONSTRUCTION","DLR","St. Laurence�s Park, Stillorgan",49,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
352,"SHIP CONSTRUCTION","DLR","Fitzgerald Park - Phase 2",17,"*N/A","","","","","","Q1-2019"
353,"SHIP CONSTRUCTION","DLR","Ballyogan Court, Ballyogan",67,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
354,"SHIP CONSTRUCTION RAPID","DLR","Rockville Drive (Glenamuck Cottages)",13,"*N/A","","Stage 2 approved Q4-2016, full design/tender being prepared.","","","",""
355,"SHIP CONSTRUCTION RAPID","DLR","George's Place",12,"*N/A","","","","","","Q2-2018"
