"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1104,"SHIP CONSTRUCTION","Limerick","Lower Carey's Road, Limerick City",11,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1105,"SHIP CONSTRUCTION","Limerick","Kileely Road, Moyross",5,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1106,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",2,"*N/A","","","","","","Q4-2017"
1107,"SHIP CONSTRUCTION","Limerick","Knocklong",12,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1108,"SHIP CONSTRUCTION","Limerick","Convent Street, King's Island",2,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1109,"SHIP CONSTRUCTION","Limerick","Colbert Terrace, Abbeyfeale",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1110,"SHIP CONSTRUCTION","Limerick","Ballygrennan Road, Limerick City",2,"*N/A","","","","","","Q4-2017"
1111,"SHIP CONSTRUCTION","Limerick","Rathbane Road, Limerick City",2,"*N/A","","","","","","Q1-2019"
1112,"SHIP CONSTRUCTION","Limerick","Sycamore Avenue, Limerick City",5,"*N/A","","","","","","Q3-2019"
1113,"SHIP CONSTRUCTION TURNKEY","Limerick","Carraig Desmond",2,"*N/A","","","","","","Q4-2019"
1114,"SHIP CONSTRUCTION TURNKEY","Limerick","Carraig Desmond, Newcastle West",8,"*N/A","","","","","","Q4-2019"
1115,"SHIP CONSTRUCTION TURNKEY","Limerick","Knocklong",2,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1116,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park (Phase 2), Ballysimon Road, ",1,"*N/A","","","","","","Q4-2019"
1117,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park, Ballysimon Road, Limerick",9,"*N/A","","","","","","Q4-2019"
1118,"SHIP CONSTRUCTION RAPID","Limerick","Faha View, Patrickswell",16,"*N/A","","","","","","Q4-2019"
1119,"CALF Construction","Longford","Colmcille Terrace, Granard, Co. Longford. (Phase 1)",21,"T�ath Housing Association Ltd","","","","Q2-2018","",""
1120,"CALF Turnkey","Longford","Cartrun Breac, Lisbrack Rd, Longford (Phase 1)",7,"Cluid Housing","","","","","","Q1-2017"
1121,"SHIP CONSTRUCTION","Longford","Edgeworthstown Road, Ballymahon",4,"*N/A","","","","","","Q1-2018"
1122,"SHIP CONSTRUCTION","Longford","'Rose Cottage', Ballinalee",6,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
1123,"SHIP CONSTRUCTION","Longford","St.Rita's, Park Road, Longford",14,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1124,"SHIP CONSTRUCTION","Longford","Fairgreen View, Longford Town",1,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1125,"SHIP CONSTRUCTION","Longford","Cranleymore, Abbeylara",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1126,"SHIP CONSTRUCTION","Longford","Cloonahard",1,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1127,"SHIP CONSTRUCTION","Longford","Daroge, Ballymahon",1,"*N/A","","","","","","Q4-2019"
1128,"SHIP CONSTRUCTION","Longford","Rathcline Road, Lanesborough",4,"*N/A","","","","","","Q3-2019"
1129,"SHIP CONSTRUCTION TURNKEY","Longford"," Abhainn Glas, Edgeworthstown",4,"*N/A","","","","","","Q4-2019"
1130,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",14,"*N/A","","","","","","Q4-2017"
1131,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough",4,"*N/A","","","","","","Q3-2018"
1132,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
1133,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck",7,"*N/A","","","","","","Q4-2018"
1134,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",4,"*N/A","","","","","","Q3-2019"
1135,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",6,"*N/A","","","","","","Q4-2019"
1136,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
1137,"SHIP CONSTRUCTION TURNKEY","Longford","Caislean Breac, Newtownforbes",2,"*N/A","","","","","","Q4-2019"
1138,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 2)",29,"*N/A","","","","","","Q4-2018"
1139,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",4,"*N/A","","","","","","Q3-2019"
1140,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",7,"*N/A","","","","","","Q4-2019"
1141,"SHIP CONSTRUCTION TURNKEY","Longford","Church Street, Edgeworthstown",5,"*N/A","","","","","Q1-2019",""
1142,"SHIP CONSTRUCTION TURNKEY","Longford","Smithfield, Legan",18,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1143,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1144,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 4)",6,"*N/A","","","","","","Q4-2019"
1145,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard(Phase 3)",4,"*N/A","","","","","","Q4-2019"
1146,"SHIP CONSTRUCTION TURNKEY","Longford","Greville Court, Granard",14,"*N/A","","","","","","Q4-2019"
1147,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1148,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q4-2019"
1149,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill",4,"*N/A","","","","","Q4-2019",""
1150,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q2-2019"
1151,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1152,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town",12,"*N/A","","","","","Q4-2019",""
1153,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 3)",4,"*N/A","","","","","","Q3-2019"
1154,"SHIP CONSTRUCTION TURNKEY","Longford","Pearse Drive, Longford Town",1,"*N/A","","","","","","Q4-2019"
1155,"SHIP CONSTRUCTION TURNKEY","Longford","Radharc Na Muileann, Knock, Lanesborough",2,"*N/A","","","","","","Q4-2019"
1156,"CALF Construction","Louth","Bishops Court, Dundalk, Co Louth  (Phase 1)",2,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1157,"CALF Construction","Louth","Post Tender - Clos na Manach, Carlingford, Co Louth (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1158,"CALF Construction","Louth","Slieve Row Crescent, Dundalk (Phase 1)",1,"Cluid Housing","","","","","","Q2-2016"
1159,"CALF Construction","Louth","Fire Station Site, Scarlett St, Drogheda (Phase 1)",15,"North & East Housing Association Ltd","","","","","","Q4-2019"
1160,"CALF Turnkey","Louth","2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,"North & East Housing Association Ltd","","","","","","Q2-2019"
1161,"CALF Turnkey","Louth","Aston Village, Drogheda (Phase 1)*",8,"Respond","","","","","","Q3-2018"
1162,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 1)",4,"Cluid Housing","","","","","","Q1-2017"
1163,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 2)",10,"Cluid Housing","","","","","","Q1-2017"
1164,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1165,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 2)*",20,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1166,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 3)",8,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1167,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1168,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1169,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 6)*",22,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1170,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 7)",22,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1171,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1172,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,"T�ath Housing Association Ltd","","","","","","Q1-2019"
1173,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1174,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 1)",10,"Cluid Housing","","","","","","Q1-2017"
1175,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 2)",12,"Cluid Housing","","","","","","Q3-2017"
1176,"CALF Turnkey","Louth","Dowdallshill, Dundalk, Co. Louth (Phase 1)*",13,"North & East Housing Association Ltd","","","","","Q3-2018",""
1177,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 3)",3,"Respond","","","","","Q3-2017",""
1178,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 6)*",1,"T�ath Housing Association Ltd","","","","","Q2-2018",""
1179,"CALF Turnkey","Louth","Harbour Grove, Dundalk, Co. Louth (Phase 1)",8,"North & East Housing Association Ltd","","","","","Q3-2018",""
1180,"CALF Turnkey","Louth","Knock Shee, Old Golf Links Road, Blackrock, Co Louth  (Phase 1)",3,"Cluid Housing","","","","","","Q4-2017"
1181,"CALF Turnkey","Louth","Knockshee Close, Blackrock, Co. Louth (Phase 1)",3,"Cluid Housing","","","","","Q3-2019",""
1182,"CALF Turnkey","Louth","Liscorrie, Bog Lane, Drogheda (Phase 1)",41,"T�ath Housing Association Ltd","","","","","","Q4-2017"
1183,"CALF Turnkey","Louth","Lismullen Grove, Dundalk, Co. Louth (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1184,"CALF Turnkey","Louth","Lismullen Grove, Dundalk, Co. Louth (Phase 2)",7,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1185,"CALF Turnkey","Louth","Lismullen Grove, Dundalk, Co. Louth (Phase 3)",8,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1186,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 1)",20,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1187,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 2)*",25,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1188,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 2)*",22,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1189,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 3)*",6,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1190,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 4)*",7,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1191,"CALF Turnkey","Louth","Rath na Gloine, Commons Road, Louth (Phase 1)",3,"Cluid Housing","","","","","","Q3-2016"
1192,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 1)",3,"North & East Housing Association Ltd","","","","","","Q4-2018"
1193,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 1)*",14,"Respond","","","","","","Q1-2019"
1194,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 2)*",14,"Respond","","","","","","Q4-2019"
1195,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1196,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1197,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 3)",4,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1198,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1199,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",11,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1200,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1201,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 7)",12,"T�ath Housing Association Ltd","","","","","Q4-2017",""
1202,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 1)",12,"Cluid Housing","","","","","","Q4-2017"
1203,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",15,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1204,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 4)*",47,"T�ath Housing Association Ltd","","","","","","Q3-2019"
1205,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 5)*",24,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1206,"CALF Turnkey","Louth","Tullybrook, Slane Road, Drogheda, Co. Louth (Phase 1)",4,"Cluid Housing","","","","","Q4-2018",""
1207,"CALF Turnkey","Louth","Mount Hamilton, Dundalk, Co. Louth (Phase 1)",20,"Cluid Housing","","","","","","Q4-2019"
1208,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 1)",11,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1209,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 2)",6,"North & East Housing Association Ltd","","","","","","Q2-2019"
1210,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 3)",3,"North & East Housing Association Ltd","","","","","","Q3-2019"
1211,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 4)",14,"North & East Housing Association Ltd","","","","","","Q3-2019"
1212,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 5)",12,"North & East Housing Association Ltd","","","","","","Q4-2019"
1213,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 6)",16,"North & East Housing Association Ltd","","","","","","Q4-2019"
1214,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1215,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 6)",4,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1216,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 2)",15,"Cluid Housing","","","","","","Q3-2019"
1217,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 3)",16,"Cluid Housing","","","","","","Q4-2019"
1218,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Co. Louth (Phase 1)",1,"North & East Housing Association Ltd","","","","","","Q4-2019"
1219,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Drogheda, Co.Louth (Phase 1)*",1,"North & East Housing Association Ltd","","","","","","Q4-2019"
1220,"CAS CONSTRUCTION","Louth","5 Slieveroe Crescent, Dundalk",1,"Cluid Housing Association","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1221,"CAS CONSTRUCTION","Louth","Barrack Street, Dundalk",21,"Simon Community : Dundalk Simon","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1222,"CAS CONSTRUCTION","Louth","McArdle Green (Moneymore), Drogheda",1,"North ? East Housing Association Ltd","","","","","","Q4-2018"
1223,"CAS CONSTRUCTION","Louth","Tierney Street, Ardee",7,"Oaklee Housing Trust","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
1224,"CAS CONSTRUCTION","Louth","Tredagh View, Drogheda",1,"Respond","","","","","","Q1-2017"
1225,"CAS CONSTRUCTION","Louth","Coulter Park, Dundalk",7,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1226,"CAS CONSTRUCTION","Louth","Four Winds, Mullacapple, Collon",1,"St. John of God Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1227,"CAS CONSTRUCTION","Louth","St. John's Home, Peter's Hill, Drogheda",4,"North ? East Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1228,"CAS CONSTRUCTION","Louth","Riverwell Close, Dundalk",1,"Respond","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1229,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Louth","Ravel Ardee Road, Dunleer",80,"*N/A","","","","","Q1-2019",""
1230,"REGENERATION","Louth","Cox's Demesne Phase 2a",14,"*N/A","","","","","","Q4-2016"
1231,"REGENERATION","Louth","Cox's Demesne Phase 2b",22,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1232,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 3",1,"*N/A","","","","","","Q1-2019"
1233,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 5",1,"*N/A","","","","","","Q3-2019"
1234,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 6",2,"*N/A","","","","","","Q4-2019"
1235,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 7",2,"*N/A","","","","","","Q1-2019"
1236,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 8",2,"*N/A","","","","","","Q2-2019"
1237,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 3",5,"*N/A","","","","","","Q1-2019"
1238,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 1",1,"*N/A","","","","","","Q1-2019"
1239,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 2",2,"*N/A","","","","","","Q2-2019"
1240,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 3",4,"*N/A","","","","","","Q3-2019"
1241,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 4",3,"*N/A","","","","","","Q4-2019"
1242,"SHIP CONSTRUCTION","Louth","CPO Bundle 6 - Phase 1",1,"*N/A","","","","","","Q3-2019"
1243,"SHIP CONSTRUCTION","Louth","CPO Bundle 6 - Phase 2",2,"*N/A","","","","","","Q4-2019"
1244,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 1",4,"*N/A","","","","","","Q1-2018"
1245,"SHIP CONSTRUCTION","Louth","CPO Bundle 1",7,"*N/A","","","","","","Q4-2016"
1246,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 2",5,"*N/A","","","","","","Q2-2017"
1247,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 3",3,"*N/A","","","","","","Q3-2017"
1248,"SHIP CONSTRUCTION","Louth","Woodlands, Dunleer",4,"*N/A","","","","","","Q4-2016"
1249,"SHIP CONSTRUCTION","Louth","Boice Court, Drogheda (Phase 2 - 4)",69,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
1250,"SHIP CONSTRUCTION","Louth","Father Finn Park (Phase 2)",17,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1251,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 4",7,"*N/A","","","","","","Q4-2017"
1252,"SHIP CONSTRUCTION","Louth","Mount Avenue, Dundalk",93,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
1253,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 5",1,"*N/A","","","","","","Q3-2018"
1254,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 2",1,"*N/A","","","","","","Q3-2018"
1255,"SHIP CONSTRUCTION","Louth","CPO Bundle 3",2,"*N/A","","","","","","Q2-2017"
1256,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 2",1,"*N/A","","","","","","Q3-2017"
1257,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 3",4,"*N/A","","","","","","Q4-2017"
1258,"SHIP CONSTRUCTION","Louth","CPO Bundle 4",1,"*N/A","","","","","","Q3-2018"
1259,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 6",1,"*N/A","","","","Stage 4 approved Q1-2016, the scheme is fully approved.","",""
1260,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 4",1,"*N/A","","","","","","Q2-2018"
1261,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 5",4,"*N/A","","","","","","Q3-2018"
1262,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 4",1,"*N/A","","","","","","Q4-2018"
